ONS Code,Region/Local Authority,Poor or defective road surface ,"Deposit on road (eg. oil, mud, chippings)",Slippery road (due to weather),Inadequate or masked signs or road markings,Defective traffic signals,"Traffic calming (eg. road humps, chicane)",Temporary road layout (eg. contraflow),"Road layout (eg. bend, hill, narrow road)",Animal or object in carriageway ,Slippery inspection cover or road marking,"Tyres illegal, defective or under inflated",Defective lights or indicators,Defective brakes,Defective steering or suspension,Defective or missing mirrors,Overloaded or poorly loaded vehicle or trailer,Disobeyed automatic traffic signal,Disobeyed 'Give Way' or 'Stop' sign or markings,Disobeyed double white lines,Disobeyed pedestrian crossing facility,Illegal turn or direction of travel,Exceeding speed limit,Travelling too fast for conditions,Following too close,Vehicle travelling along pavement,Cyclist entering road from pavement,Junction overshoot,Junction restart (moving off at junction),Poor turn or manoeuvre,Failed to signal or misleading signal,Driver/Rider failed to look properly,Driver/Rider failed to judge other person’s path or speed,"Too close to cyclist, horse rider or pedestrian",Sudden braking,Swerved,Loss of control,Driver/Rider impaired by alcohol,Driver/Rider impaired by drugs (illicit or medicinal),Fatigue,"Uncorrected, defective eyesight","Driver/Rider illness or disability, mental or physical",Not displaying lights at night or in poor visibility,Rider wearing dark clothing,Driver using mobile phone,Distraction in vehicle,Distraction outside vehicle,Aggressive driving,"Driver/Rider careless, reckless or in a hurry","Driver/Rider nervous, uncertain or panic",Driving too slow for conditions or slow veh (eg tractor),Learner or inexperienced driver/rider,Inexperience of driving on the left,Unfamiliar with model of vehicle,Stationary or parked vehicle(s),Vegetation,"Road layout (eg. bend, winding road, hill crest)","Buildings, road signs, street furniture",Dazzling headlights,Dazzling sun,"Rain, sleet, snow, or fog",Spray from other vehicles,"Visor or windscreen dirty, scratched or frosted etc.",Vehicle blind spot,Crossing road masked by stationary or parked vehicle,Pedestrian failed to look properly,Pedestrian failed to judge vehicle’s path or speed,Pedestrian wrong use of pedestrian crossing facility,Dangerous action in carriageway (eg. playing),Pedestrian impaired by alcohol,Pedestrian impaired by drugs (illicit or medicinal),"Pedestrian careless, reckless or in a hurry",Pedestrian wearing dark clothing at night,"Pedestrian disability or illness, mental or physical",Stolen vehicle,Vehicle in course of crime,Emergency vehicle on a call,Vehicle door opened or closed negligently,Other
E08000023,South Tyneside,0,0,9,2,1,0,1,2,0,0,1,1,2,1,0,0,3,3,0,0,0,11,3,5,0,2,3,5,16,3,68,29,1,8,3,12,10,1,0,0,1,1,0,1,4,1,9,23,1,0,1,0,1,4,2,1,1,0,3,1,0,0,2,3,14,4,0,0,6,1,7,0,2,0,2,0,1,4
E06000004,Stockton-on-Tees,0,2,21,0,0,0,0,3,1,0,1,1,2,0,0,1,6,4,1,1,0,17,16,11,1,2,4,5,28,1,76,44,3,10,3,15,7,4,0,0,3,5,4,1,4,1,12,16,1,0,11,1,2,2,1,1,0,0,6,5,0,2,5,3,20,8,1,0,4,0,7,1,0,1,0,2,1,5
E08000024,Sunderland,0,3,17,0,0,0,1,2,1,0,4,1,5,1,0,0,3,6,0,0,2,14,14,11,0,4,12,7,47,3,131,58,1,13,5,23,13,2,0,0,3,2,3,1,8,3,13,51,7,1,16,2,5,10,2,2,2,0,4,5,1,0,9,6,31,9,2,5,7,1,9,2,4,0,2,0,1,2
E12000002,North West,73,121,585,40,13,14,39,193,46,3,45,15,62,24,3,10,263,331,20,26,57,460,556,455,27,70,258,140,1380,135,4007,1866,131,360,215,875,427,126,126,11,208,30,39,31,245,118,285,916,115,6,308,24,56,280,35,74,22,28,232,154,15,14,113,209,905,268,69,90,157,23,271,80,70,96,64,44,10,221
E06000008,Blackburn with Darwen,1,3,19,1,2,0,5,8,2,0,1,0,3,1,0,0,20,13,0,0,2,7,27,17,0,0,11,4,57,5,130,74,9,10,5,26,13,2,4,0,4,0,0,1,9,6,6,24,3,0,4,0,2,11,0,0,0,2,5,1,0,1,1,19,53,19,1,9,5,2,15,4,6,0,2,0,0,9
E06000009,Blackpool,0,0,5,4,0,1,0,5,2,0,1,2,3,2,0,2,14,23,0,4,4,16,9,15,0,1,19,6,48,5,179,70,4,8,8,22,18,5,2,1,5,0,0,1,14,6,6,29,4,0,11,0,0,16,0,0,2,0,9,3,1,0,3,14,41,10,4,6,7,0,9,2,5,0,0,0,1,9
E08000001,Bolton,1,1,15,0,0,0,0,2,1,0,0,0,1,0,0,0,6,6,0,1,0,20,15,11,2,0,11,7,35,4,100,43,0,7,5,16,3,6,2,0,5,1,2,0,4,2,13,31,3,0,11,0,1,9,0,1,0,0,7,9,1,0,5,11,49,14,4,3,5,2,21,2,3,2,2,1,0,10
E08000002,Bury,0,0,6,2,0,1,0,2,0,0,1,0,2,0,0,0,4,5,0,0,0,3,7,6,0,0,1,4,21,3,42,19,1,4,5,11,5,2,0,0,2,0,0,2,7,4,9,17,2,0,5,0,0,5,1,0,1,0,3,6,0,0,3,0,17,0,0,2,3,0,10,3,0,2,1,1,0,2
E06000049,Cheshire East,12,19,60,3,0,0,3,27,4,1,3,0,4,0,0,1,5,15,6,0,1,29,54,34,0,0,21,12,93,11,262,145,6,26,21,88,28,12,11,1,14,2,3,2,24,9,10,43,7,0,26,2,4,13,8,8,2,3,18,17,1,0,11,6,37,8,2,4,6,1,13,8,3,4,1,3,0,9
E06000050,Cheshire West and Chester,6,7,54,1,1,0,1,14,6,0,0,0,1,1,0,2,11,8,2,1,6,20,27,38,1,4,19,11,73,8,240,129,10,33,19,64,25,6,7,0,9,2,1,1,15,10,8,41,7,0,21,2,3,16,3,4,1,3,18,4,1,1,9,5,25,13,2,4,7,0,10,3,6,2,1,3,1,9
E10000006,Cumbria,11,23,90,4,0,1,9,44,7,0,11,3,9,7,1,1,5,19,3,3,7,58,59,52,4,4,17,16,111,12,260,134,11,51,41,135,53,11,32,3,23,6,1,7,46,11,18,132,15,2,50,8,9,34,5,23,2,4,41,24,4,2,5,11,58,30,6,7,14,1,18,10,9,1,3,1,2,20
E06000006,Halton,0,5,14,0,1,0,3,2,0,0,2,0,2,0,0,1,9,1,0,0,0,7,8,14,0,3,6,1,18,3,69,32,1,8,4,22,8,0,4,0,4,1,0,0,7,2,2,15,3,0,8,1,0,4,0,1,1,0,6,0,0,0,1,2,12,3,1,0,2,0,5,0,2,0,1,0,0,4
E08000011,Knowsley,0,0,13,0,1,0,0,2,0,0,2,0,2,0,0,0,6,14,0,0,0,11,12,5,0,3,4,2,33,1,82,33,1,5,2,14,8,1,2,0,4,0,0,0,1,3,8,10,3,0,1,0,3,2,0,0,0,0,4,4,2,1,2,2,8,3,0,1,1,0,3,1,0,6,1,1,0,4
E10000017,Lancashire,23,41,170,7,1,2,8,44,13,0,18,2,18,9,0,0,43,82,6,8,19,89,172,122,1,1,54,28,402,31,1068,525,60,90,53,256,98,31,32,3,80,5,7,10,60,33,55,255,45,0,86,5,11,61,13,14,5,10,56,28,2,6,32,44,156,54,7,21,27,1,43,12,11,14,6,6,1,73
E08000012,Liverpool,3,4,12,3,3,2,3,5,1,1,1,2,4,0,0,0,36,27,0,1,3,51,23,40,5,17,21,2,117,6,402,137,6,20,5,33,37,4,2,0,6,6,10,1,11,8,20,50,4,0,13,1,2,12,1,1,1,1,6,9,0,0,6,16,113,33,12,7,24,2,21,11,4,25,13,13,1,14
E08000003,Manchester,1,0,14,8,1,2,1,7,2,0,1,1,2,0,1,0,14,16,0,2,4,23,12,9,0,4,20,7,63,12,176,89,1,16,6,16,11,9,4,1,3,2,5,0,6,3,33,51,6,2,18,2,3,22,0,5,2,0,10,8,1,1,9,14,76,22,9,2,20,3,22,3,3,6,5,1,1,9
E08000004,Oldham,1,0,4,1,1,0,0,5,0,0,0,3,1,0,1,0,8,8,0,1,3,6,5,2,0,0,4,0,17,3,66,27,1,1,1,6,7,6,1,1,5,1,1,0,3,2,6,19,1,0,1,0,2,8,0,0,1,0,3,2,0,0,1,9,31,9,2,5,4,2,11,1,1,1,1,0,0,1
E08000005,Rochdale,0,1,8,0,0,1,0,1,1,0,0,0,2,0,0,0,4,5,0,0,1,11,12,10,2,0,7,5,14,5,50,31,0,7,4,14,9,4,2,0,2,0,1,2,4,1,16,28,0,0,4,0,2,7,0,2,0,1,3,10,1,0,1,7,27,3,0,4,5,1,10,2,3,4,4,1,0,3
E08000006,Salford,0,0,4,1,0,1,0,1,0,0,1,0,2,1,0,0,4,6,0,1,2,5,12,11,3,4,5,9,27,1,67,47,4,11,5,7,6,1,0,0,4,0,0,0,4,3,6,16,1,0,4,0,1,9,1,1,1,1,1,1,0,0,2,7,24,11,3,2,2,2,8,5,3,5,3,1,0,6
E08000014,Sefton,1,1,7,0,0,0,1,1,0,0,0,1,0,0,0,1,29,22,0,2,3,18,12,15,3,13,5,2,44,3,174,66,3,7,2,20,19,2,2,0,11,1,1,0,6,1,5,17,0,0,6,1,3,1,0,0,1,1,7,4,0,0,2,8,30,3,1,1,3,2,7,1,2,3,6,3,0,7
E08000013,St. Helens,2,3,16,0,0,0,3,4,2,0,0,0,1,0,0,0,9,13,0,0,1,10,14,8,1,3,5,0,33,1,89,34,1,7,1,14,11,0,0,0,3,0,0,0,3,1,6,13,2,0,5,0,2,5,0,3,0,0,4,1,1,0,1,4,18,4,1,1,2,0,7,2,1,4,2,6,0,5
E08000007,Stockport,0,1,7,2,0,0,1,2,1,0,0,0,0,1,0,0,2,7,0,0,0,5,11,3,0,1,1,1,22,3,56,28,1,9,3,8,6,6,3,0,3,1,0,0,2,4,13,17,1,0,4,0,1,6,1,0,0,1,4,1,0,0,3,0,24,4,4,1,6,1,7,2,2,1,0,0,0,3
E08000008,Tameside,0,0,7,0,0,0,0,3,0,0,0,0,0,1,0,0,6,7,1,0,0,16,7,5,0,0,7,1,16,2,60,23,1,3,6,18,8,1,3,0,1,0,1,1,2,1,15,19,2,0,7,0,1,5,0,0,0,0,2,3,0,0,3,7,15,7,2,3,2,1,5,1,2,1,2,0,1,4
E08000009,Trafford,0,1,8,0,0,0,0,0,0,0,2,0,1,0,0,0,6,7,0,0,0,7,8,6,2,2,3,7,16,2,62,36,2,8,1,8,8,2,0,0,5,0,1,1,6,2,7,18,1,1,5,0,1,8,0,2,2,0,4,2,0,0,2,8,15,1,1,2,1,0,8,1,0,0,1,0,0,2
E06000007,Warrington,4,4,27,0,1,2,0,3,1,0,1,1,1,1,0,2,4,11,1,1,0,19,22,17,1,4,9,11,44,8,160,67,5,16,6,25,12,3,6,1,6,2,2,1,4,2,9,29,4,0,7,2,3,9,2,4,0,1,8,13,0,2,9,4,23,5,1,1,1,0,4,3,0,1,1,2,1,9
E08000010,Wigan,0,2,5,1,1,0,0,6,2,0,0,0,1,0,0,0,6,6,1,1,0,13,9,4,0,3,2,0,19,1,56,27,1,2,5,15,12,3,4,0,2,0,1,1,3,3,5,22,0,1,3,0,1,13,0,3,0,0,2,1,0,0,2,4,22,5,2,3,6,2,7,3,1,2,2,0,0,2
E08000015,Wirral,7,5,20,2,0,1,1,5,1,1,0,0,2,0,0,0,12,10,0,0,1,16,19,11,2,3,6,4,57,5,157,50,2,11,7,37,22,9,3,0,7,0,2,0,4,1,9,20,1,0,8,0,1,4,0,2,0,0,11,3,0,0,0,7,31,7,4,1,4,0,7,0,3,12,6,1,1,7
E12000003,Yorkshire and The Humber,44,114,619,34,19,5,20,222,69,9,48,13,65,26,3,19,167,224,17,24,47,395,541,447,19,69,168,144,1219,140,3497,1853,78,451,254,914,420,103,155,15,199,20,38,31,262,109,306,1256,115,5,406,22,73,272,23,96,23,27,268,136,7,14,118,178,753,193,66,75,144,15,291,58,48,93,95,46,13,210
E08000016,Barnsley,0,5,53,2,1,0,0,17,3,0,3,0,5,3,0,0,3,7,0,0,1,33,35,18,0,3,14,12,51,11,167,99,4,20,16,48,24,12,5,2,4,2,1,1,16,9,21,71,9,0,28,4,5,20,1,10,0,3,8,3,0,0,6,8,37,8,1,2,7,0,18,3,2,3,3,0,1,15
E08000032,Bradford,3,3,25,5,0,0,0,2,2,0,1,1,3,0,0,1,19,18,1,0,5,33,45,18,1,3,8,4,142,6,289,140,5,20,7,37,21,2,7,0,18,0,3,2,13,6,37,63,4,0,27,0,2,29,1,7,2,3,19,7,1,0,5,25,87,20,3,9,15,0,26,6,7,19,14,2,2,22
E08000033,Calderdale,1,2,15,2,1,0,0,3,0,0,0,0,0,1,0,0,10,8,0,0,1,13,17,12,1,1,2,5,41,2,94,34,1,8,4,33,12,1,4,2,3,0,1,0,2,1,9,25,1,1,6,0,2,5,0,6,0,2,11,5,0,1,3,7,27,10,4,3,7,1,0,2,3,2,4,3,1,11
E08000017,Doncaster,2,5,47,3,0,0,1,7,5,0,0,1,5,0,0,1,11,13,0,3,1,35,25,49,1,4,8,8,76,6,277,156,5,44,17,45,31,10,10,1,7,2,2,1,22,7,23,101,7,0,22,0,4,18,1,6,2,1,19,9,0,2,13,7,53,17,5,6,10,0,28,3,3,4,7,3,0,17
E06000011,East Riding of Yorkshire,5,16,50,2,1,0,0,18,10,2,3,0,2,1,0,2,2,11,1,0,2,11,23,30,0,1,15,10,73,8,178,103,2,19,24,79,26,4,8,4,24,1,2,3,19,7,18,138,5,0,36,0,6,5,3,2,2,1,20,19,0,0,5,4,16,5,0,4,0,0,5,1,1,1,2,1,0,9
E06000010,"Kingston upon Hull, City of",3,6,13,0,1,3,0,5,0,0,1,1,2,2,0,2,10,14,0,5,2,12,16,23,1,11,6,10,53,12,196,88,7,15,4,29,26,4,3,1,11,3,6,2,13,7,16,97,8,1,14,0,4,17,0,2,0,2,17,8,1,0,8,11,38,11,4,9,14,3,20,5,4,3,6,3,1,10
E08000034,Kirklees,2,4,19,0,2,0,0,2,0,1,3,1,4,1,0,1,10,9,1,0,1,21,33,21,0,3,7,8,67,7,217,104,2,22,18,47,23,3,4,0,13,1,0,1,5,7,13,38,5,0,18,0,1,15,1,4,3,1,13,0,0,0,5,17,49,9,4,3,8,0,16,2,5,6,6,6,1,18
E08000035,Leeds,5,7,48,3,5,2,2,10,7,1,6,3,4,3,2,2,28,34,2,6,16,49,52,49,3,10,21,34,175,22,513,260,7,53,30,92,48,16,16,2,22,2,3,1,17,7,41,93,11,1,32,0,7,42,4,4,2,5,30,16,1,3,13,33,132,29,18,19,19,2,54,7,11,20,15,3,3,45
E06000012,North East Lincolnshire,1,2,13,2,4,0,0,3,1,0,4,1,3,1,0,0,11,8,0,0,0,10,15,14,1,7,6,6,34,5,88,42,0,18,6,28,13,6,3,0,6,1,2,0,13,1,11,38,4,0,14,1,3,13,1,0,1,0,10,2,0,2,5,6,17,6,0,2,4,1,7,1,1,0,6,1,1,4
E06000013,North Lincolnshire,2,2,20,1,1,0,1,7,4,0,2,1,5,0,0,1,0,10,0,1,1,13,20,15,0,1,6,8,43,3,112,73,4,13,12,49,19,5,9,0,6,2,2,2,18,5,13,37,4,2,13,4,4,5,0,4,0,1,12,4,2,0,3,2,9,7,2,1,1,0,4,3,0,3,2,2,1,6
E10000023,North Yorkshire,15,34,175,5,0,0,8,113,26,1,17,2,11,8,1,5,11,33,8,4,5,47,136,89,5,6,28,12,240,26,519,320,17,100,62,241,61,19,57,3,53,2,5,12,74,27,26,277,25,0,91,6,19,28,6,33,6,3,43,28,2,1,25,13,53,17,5,4,9,0,25,2,6,2,5,2,1,7
E08000018,Rotherham,1,7,33,3,0,0,2,10,1,1,2,1,2,2,0,0,5,10,1,1,5,23,33,24,2,2,10,10,42,8,153,90,0,26,12,47,20,3,1,0,6,0,1,1,13,6,19,64,4,0,20,0,5,18,2,5,1,0,17,3,0,3,8,5,38,12,4,1,4,1,14,2,0,3,5,3,0,7
E08000019,Sheffield,1,8,41,4,3,0,3,6,3,2,2,0,9,0,0,1,25,24,1,3,5,44,41,35,2,6,16,5,88,9,318,154,9,39,16,53,45,11,10,0,7,1,3,3,19,10,37,119,17,0,28,5,6,38,1,8,1,1,22,17,0,0,8,24,124,28,10,5,26,5,53,12,1,22,16,12,0,17
E08000036,Wakefield,1,4,31,0,0,0,1,8,2,1,2,1,4,2,0,0,14,11,1,1,1,32,32,17,1,3,13,9,50,8,180,109,3,26,15,57,37,6,13,0,14,1,1,1,8,1,16,29,8,0,25,1,1,8,0,2,1,0,10,10,0,1,4,10,39,4,1,4,14,0,5,2,2,5,3,2,0,21
E06000014,York,2,9,36,2,0,0,2,11,5,0,2,0,6,2,0,3,8,14,1,0,1,19,18,33,1,8,8,3,44,7,196,81,12,28,11,29,14,1,5,0,5,2,6,1,10,8,6,66,3,0,32,1,4,11,2,3,2,4,17,5,0,1,7,6,34,10,5,3,6,2,16,7,2,0,1,3,1,1
E12000004,East Midlands,55,117,694,29,4,6,15,170,78,4,53,13,38,20,0,14,160,186,22,31,48,547,469,423,16,56,215,92,867,150,2631,1572,95,441,243,894,400,66,125,14,154,32,55,49,218,110,270,1161,130,11,348,31,63,187,27,110,27,28,240,144,14,14,71,99,462,143,44,57,97,14,183,55,34,37,40,40,12,204
E06000015,Derby,0,3,19,0,0,0,0,5,1,0,2,1,3,1,0,0,6,8,0,5,4,26,14,18,0,3,4,1,23,6,112,68,5,16,4,19,13,1,1,0,2,1,4,2,6,6,5,31,1,0,7,0,0,6,0,2,1,0,7,3,0,0,3,5,28,11,1,0,7,0,11,3,1,1,3,1,1,4
E10000007,Derbyshire,7,13,104,3,0,3,1,30,7,1,11,0,5,3,0,0,5,13,7,0,5,50,46,33,3,1,13,3,75,15,282,212,7,33,19,113,59,4,14,3,26,2,5,4,19,12,10,67,10,1,20,3,6,13,3,13,3,1,36,8,1,0,9,7,36,10,3,2,9,2,14,3,2,1,2,2,1,13
E06000016,Leicester,0,4,39,2,2,1,3,4,0,0,0,0,1,0,0,0,30,25,0,10,6,76,36,43,2,11,22,8,68,9,282,139,8,41,11,36,39,9,6,2,7,2,3,5,10,8,40,145,8,0,29,2,3,24,2,2,0,2,18,5,0,1,4,13,77,20,8,6,11,0,31,3,6,4,8,8,2,13
E10000018,Leicestershire,8,19,129,5,0,1,2,35,11,0,10,1,2,3,0,3,26,33,4,1,1,101,102,69,1,5,25,10,131,20,396,214,7,69,52,163,64,9,22,2,24,3,5,10,38,18,47,189,25,4,70,5,15,19,2,22,2,6,28,25,3,1,9,10,47,15,3,7,9,3,18,6,3,8,4,4,2,13
E10000019,Lincolnshire,17,36,144,4,0,0,3,29,29,2,17,5,11,9,0,6,12,30,1,2,5,95,77,75,4,6,30,16,149,26,490,299,14,69,43,189,89,13,35,2,43,7,7,12,42,20,49,293,24,1,94,12,16,22,6,23,2,9,53,42,2,4,7,14,65,19,4,14,18,4,32,8,7,2,8,3,2,72
E10000021,Northamptonshire,6,9,59,3,1,0,5,25,7,0,1,1,5,3,0,2,16,30,4,4,9,66,51,48,2,11,41,17,93,20,253,171,8,58,38,87,29,12,16,4,12,6,5,3,34,16,32,121,12,2,29,3,10,25,2,16,4,5,28,16,2,1,9,14,53,20,3,11,14,2,21,14,6,4,2,4,1,16
E06000018,Nottingham,3,2,41,2,1,0,1,8,3,0,2,1,3,0,0,0,29,14,0,5,6,38,37,41,1,9,30,12,113,17,280,168,20,49,5,50,22,6,7,0,6,4,10,4,15,6,36,107,19,0,25,1,3,30,5,5,6,2,14,19,0,1,13,14,80,26,15,9,13,2,31,7,3,9,6,10,2,30
E10000024,Nottinghamshire,14,29,140,9,0,1,0,30,18,1,10,4,8,1,0,3,36,30,5,3,12,85,90,92,3,10,48,24,208,36,512,290,26,100,68,217,80,11,21,1,34,7,16,9,50,22,49,195,30,3,71,5,10,48,6,26,9,2,54,25,6,6,17,22,76,22,7,8,16,1,25,11,6,8,7,8,1,39
E06000017,Rutland,0,2,19,1,0,0,0,4,2,0,0,0,0,0,0,0,0,3,1,1,0,10,16,4,0,0,2,1,7,1,24,11,0,6,3,20,5,1,3,0,0,0,0,0,4,2,2,13,1,0,3,0,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
E12000005,West Midlands,31,82,565,20,16,6,17,244,55,1,45,12,52,14,0,15,146,198,17,30,76,666,534,448,25,54,251,137,1159,173,3093,1751,85,469,265,1143,406,95,152,14,143,36,34,52,257,108,455,1289,145,9,411,26,69,231,31,133,18,26,223,133,13,12,87,147,643,238,61,85,111,13,232,64,39,90,91,38,9,134
E08000025,Birmingham,2,3,64,3,8,1,2,11,1,0,8,0,11,1,0,0,42,64,1,4,22,164,94,64,11,12,76,36,214,55,648,290,28,64,48,123,59,14,13,3,9,6,8,9,47,16,137,346,29,0,71,1,8,67,4,17,3,2,24,18,3,1,20,53,234,88,17,23,38,4,93,23,8,28,29,8,3,29
E08000026,Coventry,1,0,19,1,1,0,0,4,2,0,1,0,2,0,0,0,7,9,0,3,5,32,17,16,0,4,19,14,40,4,163,80,4,21,10,23,24,2,6,0,3,3,6,1,8,6,29,52,7,1,14,1,4,25,2,2,1,0,10,9,0,0,6,9,46,17,3,6,5,1,15,3,4,11,7,2,2,12
E08000027,Dudley,1,0,20,3,1,1,1,5,0,0,2,0,5,1,0,0,9,10,0,3,1,35,11,7,2,0,22,6,45,10,120,51,1,12,14,34,23,3,4,1,4,3,0,0,11,5,23,54,4,0,15,0,3,8,0,6,2,0,8,10,1,0,4,8,24,12,1,6,3,2,10,6,4,5,6,2,0,9
E06000019,"Herefordshire, County of ",7,9,34,1,0,0,0,37,3,0,0,0,2,3,0,0,2,8,2,1,0,25,45,21,1,4,7,7,65,3,132,92,1,29,13,81,11,6,9,0,9,4,2,3,20,5,11,58,10,0,30,1,1,3,2,17,1,3,8,7,0,0,3,1,11,4,1,2,2,0,2,0,3,2,0,2,1,8
E08000028,Sandwell,1,3,26,1,1,0,0,1,0,0,2,1,1,0,0,0,8,10,1,2,3,53,20,14,1,0,17,5,44,5,136,58,3,20,9,35,24,6,3,0,4,2,1,1,7,6,31,69,6,0,12,1,3,17,1,2,0,0,11,10,0,1,5,10,40,10,6,3,4,0,16,3,1,9,11,2,0,5
E06000051,Shropshire,3,16,50,2,0,0,3,40,10,0,2,1,0,0,0,1,2,6,2,2,3,28,50,38,0,3,3,6,106,6,215,182,7,32,23,119,28,5,17,2,15,3,2,0,20,14,16,83,13,0,35,3,4,3,1,20,2,6,21,13,0,1,2,3,29,11,4,6,9,2,8,3,3,3,2,0,0,4
