ONS Code,Region/Local Authority,Poor or defective road surface ,"Deposit on road (eg. oil, mud, chippings)",Slippery road (due to weather),Inadequate or masked signs or road markings,Defective traffic signals,"Traffic calming (eg. road humps, chicane)",Temporary road layout (eg. contraflow),"Road layout (eg. bend, hill, narrow road)",Animal or object in carriageway ,Slippery inspection cover or road marking,"Tyres illegal, defective or under inflated",Defective lights or indicators,Defective brakes,Defective steering or suspension,Defective or missing mirrors,Overloaded or poorly loaded vehicle or trailer,Disobeyed automatic traffic signal,Disobeyed 'Give Way' or 'Stop' sign or markings,Disobeyed double white lines,Disobeyed pedestrian crossing facility,Illegal turn or direction of travel,Exceeding speed limit,Travelling too fast for conditions,Following too close,Vehicle travelling along pavement,Cyclist entering road from pavement,Junction overshoot,Junction restart (moving off at junction),Poor turn or manoeuvre,Failed to signal or misleading signal,Driver/Rider failed to look properly,Driver/Rider failed to judge other person’s path or speed,"Too close to cyclist, horse rider or pedestrian",Sudden braking,Swerved,Loss of control,Driver/Rider impaired by alcohol,Driver/Rider impaired by drugs (illicit or medicinal),Fatigue,"Uncorrected, defective eyesight","Driver/Rider illness or disability, mental or physical",Not displaying lights at night or in poor visibility,Rider wearing dark clothing,Driver using mobile phone,Distraction in vehicle,Distraction outside vehicle,Aggressive driving,"Driver/Rider careless, reckless or in a hurry","Driver/Rider nervous, uncertain or panic",Driving too slow for conditions or slow veh (eg tractor),Learner or inexperienced driver/rider,Inexperience of driving on the left,Unfamiliar with model of vehicle,Stationary or parked vehicle(s),Vegetation,"Road layout (eg. bend, winding road, hill crest)","Buildings, road signs, street furniture",Dazzling headlights,Dazzling sun,"Rain, sleet, snow, or fog",Spray from other vehicles,"Visor or windscreen dirty, scratched or frosted etc.",Vehicle blind spot,Crossing road masked by stationary or parked vehicle,Pedestrian failed to look properly,Pedestrian failed to judge vehicle’s path or speed,Pedestrian wrong use of pedestrian crossing facility,Dangerous action in carriageway (eg. playing),Pedestrian impaired by alcohol,Pedestrian impaired by drugs (illicit or medicinal),"Pedestrian careless, reckless or in a hurry",Pedestrian wearing dark clothing at night,"Pedestrian disability or illness, mental or physical",Stolen vehicle,Vehicle in course of crime,Emergency vehicle on a call,Vehicle door opened or closed negligently,Other
E06000009,Blackpool,1,2,33,6,1,1,1,4,2,0,1,2,4,0,0,0,10,29,3,1,3,13,23,36,7,10,9,7,65,9,214,118,17,26,9,28,15,4,2,3,5,1,1,2,12,13,14,59,8,0,20,0,4,30,0,5,2,0,6,17,0,1,6,20,67,25,6,10,21,2,32,3,4,2,2,2,1,21
E08000001,Bolton,2,0,28,1,1,0,0,3,3,0,1,0,2,1,0,1,15,7,2,2,2,17,18,16,0,5,12,9,57,11,164,89,8,27,13,34,18,0,3,2,4,1,2,1,9,11,20,59,4,0,13,0,1,17,0,2,1,2,9,14,2,1,8,14,58,20,6,7,11,1,23,6,1,3,4,4,0,6
E08000002,Bury,0,1,27,1,1,0,0,2,0,0,2,0,2,0,0,0,5,9,1,1,1,12,19,19,0,0,9,9,23,8,112,60,3,15,9,23,18,2,1,1,5,0,1,2,3,3,14,37,4,1,5,1,0,11,0,1,0,1,6,13,1,1,4,9,40,11,4,3,2,2,15,1,3,0,1,1,0,10
E06000049,Cheshire East,13,17,131,4,2,0,2,42,11,0,9,0,6,2,0,5,18,13,5,1,1,21,119,87,3,12,26,84,230,16,423,260,27,79,42,183,45,5,27,1,25,8,12,3,19,7,33,83,12,1,82,1,14,24,10,13,1,5,35,24,2,2,16,15,46,22,2,6,8,0,11,8,1,4,1,8,7,18
E06000050,Cheshire West and Chester,4,13,63,6,1,2,1,13,7,0,3,2,3,0,0,1,16,10,6,2,4,24,43,30,2,3,19,13,87,11,289,141,6,36,20,91,38,3,8,4,9,3,3,2,19,8,21,59,9,2,24,3,6,15,3,5,3,3,21,8,1,2,7,7,40,17,2,5,10,0,10,1,4,2,4,2,2,18
E10000006,Cumbria,13,20,125,3,2,0,2,38,11,0,11,2,6,4,0,0,3,11,5,1,4,47,84,34,1,8,19,10,74,10,222,119,10,51,31,154,33,3,21,1,23,1,5,2,33,13,26,113,12,1,58,7,8,17,2,26,3,1,23,21,0,1,9,7,64,23,4,11,17,2,20,10,4,2,1,2,1,18
E06000006,Halton,2,3,23,0,1,0,0,2,2,1,1,0,0,0,0,1,5,8,0,0,5,5,22,13,1,7,3,5,26,1,94,37,2,5,0,26,12,0,0,0,3,0,0,0,2,5,15,16,1,0,12,0,2,8,1,0,0,0,5,2,0,0,4,6,26,5,2,2,7,1,6,3,1,2,3,0,0,9
E08000011,Knowsley,3,4,23,0,1,0,1,3,2,0,1,0,3,0,0,1,5,7,0,1,1,15,22,21,1,5,6,5,42,8,136,74,2,14,9,24,4,0,2,0,5,1,2,0,6,4,14,30,8,0,10,0,2,8,0,1,2,0,9,3,2,0,4,12,27,7,1,2,3,0,8,3,2,6,7,6,0,6
E10000017,Lancashire,24,48,260,15,3,3,7,89,29,0,18,6,22,6,0,5,31,89,6,9,26,113,230,177,16,21,77,66,423,62,1283,777,80,208,93,388,107,16,38,4,50,11,15,13,73,46,80,319,48,3,122,7,20,122,10,40,12,9,67,74,15,4,58,82,253,110,17,51,49,4,102,41,13,10,6,11,19,103
E08000012,Liverpool,3,7,34,6,3,1,2,3,1,0,3,1,7,0,0,1,46,36,0,4,14,38,53,65,7,11,36,15,156,20,511,246,17,54,17,51,24,11,6,1,18,2,10,5,19,10,49,120,11,1,39,1,6,51,3,6,4,1,26,21,1,1,9,49,169,67,21,22,66,4,80,13,9,31,13,17,9,24
E08000003,Manchester,4,3,59,9,4,1,1,7,1,0,1,0,3,0,0,1,40,24,0,5,9,31,48,32,3,14,35,14,112,22,367,179,12,39,15,61,42,5,8,2,6,8,8,7,26,10,33,119,17,1,27,2,4,59,3,5,4,2,16,31,5,0,12,36,164,54,11,15,47,8,63,8,2,7,3,5,3,20
E08000004,Oldham,2,2,15,2,1,1,4,5,2,0,2,0,1,2,0,2,5,16,0,1,0,11,11,12,2,4,11,2,29,4,86,45,1,9,2,17,10,0,0,0,4,0,1,0,6,2,11,30,2,0,9,2,1,10,1,2,0,3,6,10,0,1,2,11,47,8,0,5,8,1,22,3,3,3,3,1,0,9
E08000005,Rochdale,0,2,23,1,0,0,1,2,0,0,0,0,0,0,0,2,7,7,1,2,4,9,11,15,0,0,3,3,26,3,83,52,2,13,8,15,12,1,5,0,2,0,0,1,8,0,11,34,3,0,3,0,2,7,0,2,1,0,4,5,1,1,4,8,47,13,2,7,5,2,20,7,3,2,2,1,0,6
E08000006,Salford,1,0,19,0,1,1,1,3,2,0,1,2,2,1,0,0,8,7,0,2,3,10,20,27,1,1,7,3,53,5,125,82,5,18,9,25,19,0,1,0,3,1,0,2,7,5,13,27,4,0,11,1,1,12,0,3,2,0,6,9,0,0,8,8,36,12,5,6,4,0,17,5,1,2,1,2,0,9
E08000014,Sefton,4,0,24,0,2,0,2,1,3,0,2,0,4,0,0,1,24,10,0,4,0,15,24,33,2,4,19,9,119,4,252,151,0,27,5,24,15,1,1,1,9,0,1,0,6,4,13,48,5,1,15,0,3,19,2,2,0,1,11,1,0,1,6,14,53,18,5,4,4,0,14,6,2,3,4,7,2,5
E08000013,St. Helens,0,4,14,0,0,0,1,4,2,0,3,1,3,1,0,0,7,7,0,0,2,8,11,15,2,1,9,5,54,7,135,69,3,21,8,31,9,2,5,0,8,0,0,1,11,4,14,31,7,0,12,0,0,10,2,1,0,0,13,5,0,0,5,14,40,8,3,2,7,0,9,3,3,6,7,0,0,3
E08000007,Stockport,0,1,12,0,2,1,0,2,3,0,1,0,0,1,0,0,9,4,1,2,2,7,13,15,0,0,7,8,33,4,110,54,1,12,7,13,15,0,2,1,5,1,0,1,5,5,12,27,6,0,9,0,3,12,0,2,1,0,6,5,1,0,7,11,42,11,2,2,10,1,11,4,1,2,0,0,0,9
E08000008,Tameside,1,1,11,5,0,0,0,2,0,0,1,0,3,0,0,0,8,10,1,1,2,18,12,9,1,5,12,5,26,8,88,52,6,15,5,26,22,3,0,0,2,2,2,1,6,3,15,38,5,0,11,0,4,9,0,0,2,0,8,4,0,1,2,8,35,9,3,1,4,0,16,1,2,2,2,1,0,5
E08000009,Trafford,2,3,22,5,1,1,0,3,1,0,2,0,3,0,0,1,13,11,0,2,1,10,7,12,0,3,9,8,31,7,106,54,2,16,6,14,16,4,1,0,3,2,1,1,3,3,13,25,2,0,9,1,0,14,2,5,0,3,6,7,0,0,1,10,24,6,2,1,3,0,9,1,2,4,2,0,2,6
E06000007,Warrington,1,4,38,4,0,1,2,2,4,0,1,2,8,0,0,1,10,34,0,3,4,9,26,36,5,12,5,21,90,8,229,97,7,22,10,56,21,3,4,1,9,5,2,1,8,8,9,27,1,0,13,1,0,19,1,1,1,1,9,5,0,2,5,8,25,8,5,5,2,1,8,0,3,3,2,4,1,13
E08000010,Wigan,0,1,27,1,0,1,1,4,0,0,1,0,2,0,0,1,10,8,0,1,2,12,11,10,2,4,4,4,26,9,114,63,2,12,10,24,22,1,1,0,5,0,0,0,4,6,10,34,2,0,5,0,0,11,0,4,0,1,6,9,2,0,4,7,41,10,4,4,7,3,11,3,2,6,1,1,0,6
E08000015,Wirral,1,1,28,0,0,0,3,8,4,0,5,0,4,2,0,1,17,21,0,0,2,15,18,22,3,6,12,9,91,9,239,112,15,22,12,46,20,4,6,3,11,1,4,4,13,11,7,73,2,0,13,2,1,22,2,6,2,1,16,8,0,0,6,16,46,17,5,6,11,2,22,5,2,4,1,2,2,11
E12000003,Yorkshire and The Humber,56,160,787,39,17,9,15,218,85,1,57,14,62,20,1,26,169,219,13,14,63,350,560,420,24,68,218,185,1155,134,3828,1745,99,523,291,1137,430,59,128,17,173,34,49,21,214,143,238,1068,144,9,419,27,61,260,35,110,29,23,264,209,16,21,111,270,943,232,76,105,168,11,321,105,42,91,46,46,14,257
E08000016,Barnsley,0,6,42,3,1,0,2,11,4,0,3,1,5,0,0,0,7,5,0,0,4,13,30,17,2,3,15,12,57,9,147,80,3,31,15,52,18,4,7,0,5,0,1,1,9,8,10,36,5,2,20,1,0,15,0,13,5,1,15,16,0,0,5,14,55,25,2,11,10,1,17,5,4,5,1,0,0,11
E08000032,Bradford,2,9,30,4,1,0,1,8,4,0,3,2,5,0,0,0,21,19,0,0,1,29,49,28,0,5,18,14,87,8,357,153,3,32,22,68,26,1,2,1,7,1,1,0,10,3,34,72,9,0,23,0,3,26,1,5,0,0,22,12,0,2,7,40,104,24,13,5,12,1,36,10,3,15,8,5,3,39
E08000033,Calderdale,4,8,18,0,0,0,0,8,1,0,0,0,1,1,0,0,3,6,0,1,3,7,15,13,0,3,2,4,34,7,106,51,4,19,16,33,18,0,5,1,5,0,3,0,3,1,8,10,3,0,14,0,1,8,1,3,1,2,5,5,0,0,6,9,43,14,3,2,5,0,12,6,4,4,1,0,0,17
E08000017,Doncaster,6,9,63,5,1,1,2,6,4,0,6,0,4,2,0,1,12,13,1,1,2,18,23,36,1,9,15,15,71,11,262,109,4,44,19,72,32,7,7,1,5,2,2,1,9,12,16,51,4,3,22,1,6,11,4,11,5,3,24,17,1,2,6,13,59,15,6,7,17,0,21,8,0,10,7,3,4,10
E06000011,East Riding of Yorkshire,1,18,86,1,0,0,2,27,13,0,4,0,5,4,0,4,5,13,1,2,1,23,55,30,2,3,11,8,80,8,207,109,8,33,29,129,29,2,22,2,17,2,3,3,23,14,12,120,19,1,45,3,10,13,5,10,1,4,25,21,2,2,8,14,31,5,1,5,4,0,13,3,2,0,2,0,1,16
E06000010,"Kingston upon Hull, City of",4,4,12,1,0,1,0,3,1,0,1,1,6,0,0,1,12,24,0,3,5,13,21,22,1,9,7,12,66,7,306,126,11,20,12,27,19,5,2,2,5,4,5,0,11,9,10,128,5,0,22,3,3,23,3,0,1,0,16,4,0,1,6,24,81,21,4,8,21,3,36,5,3,3,2,6,0,23
E08000034,Kirklees,4,7,20,5,0,0,2,8,4,0,2,2,8,1,0,2,20,4,0,1,6,30,38,21,2,5,18,12,87,12,256,104,2,33,12,65,26,1,6,0,12,0,3,0,8,7,10,29,9,0,22,0,2,17,4,5,2,3,15,15,1,2,6,18,68,10,3,6,10,0,20,9,4,9,3,3,0,30
E08000035,Leeds,4,14,40,3,4,1,2,3,4,0,4,1,5,1,0,0,25,22,0,1,10,28,36,38,2,4,21,15,95,6,447,178,4,38,18,85,43,4,3,0,16,6,6,1,12,6,24,53,12,1,26,1,3,31,1,3,1,1,25,10,1,1,15,25,118,16,15,11,23,1,21,6,2,23,10,7,1,28
E06000012,North East Lincolnshire,1,2,17,0,0,0,0,2,3,0,0,0,3,0,0,2,8,23,2,5,3,20,32,27,2,7,18,22,82,11,202,107,7,23,15,58,28,8,5,1,14,4,4,3,22,15,15,87,12,0,24,2,3,13,2,4,3,0,9,13,1,2,4,16,49,10,4,12,8,0,20,10,4,3,2,2,1,14
E06000013,North Lincolnshire,2,5,43,0,0,0,0,8,5,0,2,0,3,0,0,2,3,9,0,0,3,14,31,16,0,1,15,5,49,0,171,84,6,14,10,66,21,2,9,1,12,3,4,3,19,5,14,46,2,0,27,1,3,9,0,2,1,0,13,3,0,1,4,4,16,7,2,0,4,0,8,3,0,3,2,0,0,10
E10000023,North Yorkshire,17,49,237,8,1,3,4,99,23,1,19,4,6,5,0,8,5,35,4,0,8,78,130,80,7,3,28,22,209,22,519,272,13,99,67,289,73,11,42,6,39,7,10,4,50,31,31,232,34,2,84,11,22,27,8,35,4,5,47,54,6,5,17,16,69,18,5,10,10,2,33,12,9,4,0,6,2,8
E08000018,Rotherham,2,13,46,0,3,0,0,15,8,0,5,0,2,0,0,2,4,13,0,0,2,24,26,18,1,1,15,11,60,6,178,96,5,30,15,60,23,1,5,0,5,1,0,2,11,10,20,59,7,0,18,1,1,20,3,8,0,1,11,10,2,0,8,14,45,13,2,4,2,0,19,6,0,3,1,3,0,11
E08000019,Sheffield,4,8,60,7,6,0,0,8,5,0,6,0,8,5,0,0,28,24,1,0,9,29,36,35,2,8,19,20,75,13,312,136,12,56,19,52,31,6,5,1,10,2,2,3,9,9,15,77,11,0,28,1,1,27,0,9,1,1,24,20,2,2,8,40,122,31,11,17,21,0,39,15,3,2,4,7,2,16
E08000036,Wakefield,5,3,33,0,0,1,0,4,2,0,2,1,0,0,0,3,11,5,3,0,4,13,25,21,2,2,12,7,61,2,195,66,4,32,13,55,31,5,4,0,13,0,2,0,9,5,12,28,7,0,20,1,0,9,2,1,0,2,9,3,0,0,2,18,42,9,3,4,10,1,10,3,1,5,0,1,0,14
E06000014,York,0,5,40,2,0,2,0,8,4,0,0,2,1,1,1,1,5,4,1,0,2,11,13,18,0,5,4,6,42,12,163,74,13,19,9,26,12,2,4,1,8,2,3,0,9,8,7,40,5,0,24,1,3,11,1,1,4,0,4,6,0,1,9,5,41,14,2,3,11,2,16,4,3,2,3,3,0,10
E12000004,East Midlands,69,164,1218,33,10,9,24,207,99,1,71,15,61,22,0,20,148,181,19,38,48,425,679,485,26,78,248,182,1031,192,2967,1710,128,581,380,1187,454,46,143,17,165,45,48,28,221,116,288,1098,143,8,473,30,80,270,46,147,27,30,292,274,40,18,111,131,615,176,79,85,148,13,233,68,39,62,26,49,12,233
E06000015,Derby,2,4,44,0,0,0,0,4,2,0,2,0,3,0,0,0,20,6,0,4,3,19,23,19,0,3,12,8,52,7,158,116,3,29,17,46,21,2,0,1,6,1,2,0,5,3,23,64,9,0,16,1,5,8,0,5,1,2,10,10,1,0,8,15,44,16,4,4,7,2,15,6,1,6,2,2,1,9
E10000007,Derbyshire,13,23,200,3,4,1,5,29,14,0,8,0,9,3,0,1,15,23,7,2,2,57,130,87,5,3,27,23,183,32,490,310,10,79,61,262,78,9,32,4,30,4,5,5,34,12,45,175,27,0,82,2,7,30,10,30,2,6,41,40,4,3,16,29,74,17,6,9,17,1,18,7,3,6,4,6,0,26
E06000016,Leicester,1,4,63,4,1,1,1,10,0,0,10,1,5,1,0,0,24,12,0,6,2,54,35,45,1,15,15,13,81,13,285,137,7,40,17,43,33,2,4,2,8,5,9,6,17,8,28,106,6,1,26,3,6,37,1,6,2,2,13,15,4,2,7,21,100,27,13,11,21,2,50,8,10,9,3,11,1,21
E10000018,Leicestershire,5,20,188,10,1,2,2,35,9,0,5,2,8,2,0,5,16,22,4,5,5,61,90,61,1,8,25,27,124,26,392,224,15,78,63,169,56,3,19,1,21,6,2,5,16,17,28,143,16,3,67,3,10,28,4,14,1,1,37,43,3,3,15,10,63,16,3,10,14,1,21,4,6,3,1,6,0,38
E10000019,Lincolnshire,29,53,267,8,1,1,4,46,42,0,15,4,13,6,0,5,22,39,2,8,6,72,150,74,6,12,53,35,194,41,572,285,31,121,81,262,98,8,36,3,51,5,4,5,56,28,49,220,26,1,115,6,16,35,12,30,6,10,76,60,8,5,14,15,87,26,16,10,28,1,29,11,1,7,4,6,3,17
E10000021,Northamptonshire,6,12,110,0,1,0,3,21,3,0,13,5,5,1,0,3,14,26,0,4,6,45,89,50,4,7,39,22,82,16,274,159,18,45,41,101,49,8,17,1,12,7,8,3,31,14,28,109,11,2,40,7,11,29,6,14,2,3,33,30,6,1,11,9,59,34,6,15,14,2,23,12,1,6,2,6,2,28
E06000018,Nottingham,4,7,64,2,2,1,3,8,1,0,2,2,2,1,0,1,15,18,0,5,10,33,26,37,3,16,20,16,84,13,229,128,17,53,17,33,21,1,4,0,3,7,9,1,16,6,30,67,9,0,34,0,6,48,4,6,5,2,14,22,4,2,9,17,91,15,22,9,26,3,42,10,6,12,10,4,1,25
E10000024,Nottinghamshire,9,39,267,5,0,3,6,54,24,1,16,1,16,7,0,5,21,34,6,4,13,81,129,105,6,14,57,38,224,44,550,339,26,126,77,249,91,13,27,5,33,10,9,3,46,26,56,203,39,1,89,6,19,54,8,40,8,4,65,54,9,2,31,15,97,25,9,17,20,1,35,10,11,13,0,8,4,66
E06000017,Rutland,0,2,15,1,0,0,0,0,4,0,0,0,0,1,0,0,1,1,0,0,1,3,7,7,0,0,0,0,7,0,17,12,1,10,6,22,7,0,4,0,1,0,0,0,0,2,1,11,0,0,4,2,0,1,1,2,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
E12000005,West Midlands,54,117,1053,35,14,11,25,342,88,0,87,13,64,28,0,23,147,257,29,57,64,582,786,653,31,95,308,191,1358,215,3680,2264,118,606,392,1438,506,47,172,17,187,46,49,42,233,114,421,1400,187,9,493,31,76,302,40,141,33,27,260,241,33,17,149,249,875,294,92,104,176,21,320,107,56,73,49,77,24,199
E08000025,Birmingham,6,8,178,7,5,3,7,24,5,0,9,3,14,4,0,2,44,76,4,18,22,136,98,84,13,30,83,56,238,53,694,359,18,88,52,118,72,9,19,2,22,14,17,6,29,23,84,258,35,3,70,2,6,97,6,24,7,2,29,45,4,2,28,114,281,93,36,29,49,4,119,33,14,33,23,25,9,53
E08000026,Coventry,2,1,32,2,2,1,0,3,0,0,1,0,2,1,0,0,7,10,2,5,6,15,17,10,0,4,8,9,76,7,184,92,3,15,17,22,23,1,4,0,8,4,5,0,10,5,15,47,7,0,22,1,2,21,3,2,1,0,13,8,0,2,8,20,57,18,6,4,11,2,20,8,4,3,0,3,0,13
E08000027,Dudley,2,2,44,1,2,0,3,5,1,0,5,0,5,2,0,0,8,14,0,1,2,21,25,11,0,2,14,5,47,12,125,72,5,15,11,39,19,0,1,0,8,2,1,0,7,7,18,33,5,0,24,0,1,14,2,3,2,2,9,13,3,1,7,17,44,15,3,3,8,0,18,6,5,3,1,2,0,10
E06000019,"Herefordshire, County of ",1,15,46,1,0,1,0,48,8,0,2,1,2,1,0,4,0,5,1,4,2,10,35,20,1,3,10,4,59,6,127,106,4,23,16,120,23,0,8,0,10,2,1,0,12,4,13,50,12,0,27,4,5,7,3,8,0,4,12,7,1,0,3,2,20,6,3,0,3,0,3,1,2,0,0,1,1,8
E08000028,Sandwell,1,2,43,0,0,0,4,7,2,0,4,0,3,0,0,0,11,4,0,5,2,33,32,20,0,5,9,3,49,5,133,71,8,20,18,45,27,2,5,1,5,4,4,2,6,5,19,53,6,0,11,1,4,24,1,4,1,0,12,14,1,0,5,17,52,17,8,8,13,1,7,8,1,3,3,5,3,8
E06000051,Shropshire,3,25,70,2,0,1,0,51,9,0,4,2,2,3,0,1,1,13,4,2,2,22,61,46,1,5,14,6,122,8,221,201,11,35,33,186,33,4,15,1,12,2,1,3,23,7,22,81,10,0,34,2,7,6,2,9,3,3,15,10,0,0,2,6,18,7,0,5,11,0,3,3,5,5,0,4,1,8
