ONS Code,Region/Local Authority,Poor or defective road surface ,"Deposit on road (eg. oil, mud, chippings)",Slippery road (due to weather),Inadequate or masked signs or road markings,Defective traffic signals,"Traffic calming (eg. road humps, chicane)",Temporary road layout (eg. contraflow),"Road layout (eg. bend, hill, narrow road)",Animal or object in carriageway ,Slippery inspection cover or road marking,"Tyres illegal, defective or under inflated",Defective lights or indicators,Defective brakes,Defective steering or suspension,Defective or missing mirrors,Overloaded or poorly loaded vehicle or trailer,Disobeyed automatic traffic signal,Disobeyed 'Give Way' or 'Stop' sign or markings,Disobeyed double white lines,Disobeyed pedestrian crossing facility,Illegal turn or direction of travel,Exceeding speed limit,Travelling too fast for conditions,Following too close,Vehicle travelling along pavement,Cyclist entering road from pavement,Junction overshoot,Junction restart (moving off at junction),Poor turn or manoeuvre,Failed to signal or misleading signal,Driver/Rider failed to look properly,Driver/Rider failed to judge other person’s path or speed,"Too close to cyclist, horse rider or pedestrian",Sudden braking,Swerved,Loss of control,Driver/Rider impaired by alcohol,Driver/Rider impaired by drugs (illicit or medicinal),Fatigue,"Uncorrected, defective eyesight","Driver/Rider illness or disability, mental or physical",Not displaying lights at night or in poor visibility,Rider wearing dark clothing,Driver using mobile phone,Distraction in vehicle,Distraction outside vehicle,Aggressive driving,"Driver/Rider careless, reckless or in a hurry","Driver/Rider nervous, uncertain or panic",Driving too slow for conditions or slow veh (eg tractor),Learner or inexperienced driver/rider,Inexperience of driving on the left,Unfamiliar with model of vehicle,Stationary or parked vehicle(s),Vegetation,"Road layout (eg. bend, winding road, hill crest)","Buildings, road signs, street furniture",Dazzling headlights,Dazzling sun,"Rain, sleet, snow, or fog",Spray from other vehicles,"Visor or windscreen dirty, scratched or frosted etc.",Vehicle blind spot,Crossing road masked by stationary or parked vehicle,Pedestrian failed to look properly,Pedestrian failed to judge vehicle’s path or speed,Pedestrian wrong use of pedestrian crossing facility,Dangerous action in carriageway (eg. playing),Pedestrian impaired by alcohol,Pedestrian impaired by drugs (illicit or medicinal),"Pedestrian careless, reckless or in a hurry",Pedestrian wearing dark clothing at night,"Pedestrian disability or illness, mental or physical",Stolen vehicle,Vehicle in course of crime,Emergency vehicle on a call,Vehicle door opened or closed negligently,Other
E08000023,South Tyneside,0,2,4,0,0,0,0,1,1,0,0,0,2,1,0,0,2,3,0,0,0,8,5,12,0,1,12,1,37,2,89,37,1,9,1,9,6,0,0,0,2,0,0,1,5,3,11,46,5,0,8,1,1,4,0,0,0,0,4,3,0,0,5,1,10,2,1,0,5,0,4,1,2,0,0,2,0,3
E06000004,Stockton-on-Tees,1,2,13,0,0,0,0,2,0,0,0,0,3,0,0,0,5,6,1,2,5,8,18,9,0,3,4,2,35,2,106,74,6,11,4,15,8,2,5,0,5,3,2,0,8,5,4,33,3,0,16,0,2,9,0,2,1,1,10,4,0,0,5,4,26,6,3,3,3,1,8,2,2,0,0,1,0,8
E08000024,Sunderland,2,6,30,1,1,0,1,5,7,0,3,0,2,1,0,0,8,7,1,1,1,24,22,23,2,3,22,5,59,3,171,69,2,24,15,41,27,7,5,4,7,1,2,0,6,6,14,88,7,1,20,1,2,9,0,3,0,0,20,7,0,0,6,8,41,8,7,2,9,2,18,1,2,2,2,2,0,15
E12000002,North West,66,113,713,69,16,16,33,190,75,0,63,13,76,30,2,18,294,343,22,50,71,506,797,525,36,102,268,182,1509,218,4506,2198,147,449,274,1129,466,107,144,24,249,35,49,38,284,136,341,1141,151,6,392,26,65,345,23,103,25,29,237,208,18,19,137,259,1113,306,92,130,224,35,361,96,87,110,66,38,29,267
E06000008,Blackburn with Darwen,3,5,27,2,0,0,1,7,2,0,2,1,5,3,0,0,19,13,0,5,4,21,41,30,0,2,12,7,50,6,151,83,7,21,12,42,8,3,2,0,5,2,3,3,12,8,14,49,4,0,17,0,2,16,0,2,2,3,8,9,1,2,4,11,46,14,5,7,7,2,21,2,1,2,2,0,0,11
E06000009,Blackpool,1,0,8,4,0,1,0,4,0,0,1,1,3,0,0,1,10,22,0,4,5,9,20,24,2,3,11,12,53,7,198,82,11,12,6,26,18,2,7,5,10,1,0,2,10,7,12,39,3,0,14,0,2,26,0,2,0,0,9,6,0,2,6,16,50,17,5,4,8,2,13,8,1,2,0,1,2,8
E08000001,Bolton,1,1,13,1,0,0,0,3,0,0,3,0,0,0,0,0,9,15,0,2,2,20,12,9,0,1,9,3,40,5,123,63,5,9,7,17,14,5,3,0,9,0,0,1,4,5,13,39,4,0,11,0,3,15,0,3,0,1,6,14,0,0,4,11,48,17,1,3,9,2,24,3,2,3,2,0,0,8
E08000002,Bury,0,0,13,2,0,0,1,3,0,0,0,0,1,0,0,1,3,7,0,2,1,10,4,11,1,2,7,3,13,5,60,38,0,8,4,13,3,1,4,0,2,0,1,1,4,4,6,14,5,0,4,1,0,6,0,2,0,0,5,8,1,1,3,1,18,5,2,4,5,2,9,2,4,0,0,0,0,4
E06000049,Cheshire East,10,10,80,4,1,0,4,19,6,0,4,2,4,1,1,2,8,7,3,0,3,19,62,39,0,4,18,19,110,14,279,159,13,34,25,114,37,6,14,2,21,5,3,3,24,12,11,51,10,1,30,3,4,18,5,9,3,3,18,8,0,0,14,7,49,13,4,8,12,3,13,1,6,3,1,0,1,12
E06000050,Cheshire West and Chester,3,10,49,5,1,1,1,13,7,0,4,1,8,3,0,1,14,9,4,1,0,26,58,27,1,2,16,8,63,5,229,123,2,28,12,84,23,14,13,1,22,0,3,0,21,5,12,35,3,0,31,5,8,10,2,4,3,1,24,10,0,2,8,9,36,11,2,2,4,0,12,4,2,5,4,1,1,12
E10000006,Cumbria,12,24,112,8,1,0,3,39,20,0,6,2,11,1,0,3,8,25,0,1,0,33,86,31,4,5,24,16,95,14,232,110,7,49,34,145,39,6,24,2,27,2,0,4,23,16,26,116,15,2,44,2,8,23,6,20,3,6,24,34,4,1,6,13,60,14,4,11,17,3,15,5,11,5,3,3,4,17
E06000006,Halton,1,2,15,2,0,1,2,2,4,0,1,0,0,0,0,0,4,3,0,3,2,7,7,9,1,5,3,4,18,3,63,36,2,7,6,18,4,1,2,1,4,0,2,0,4,0,10,15,3,0,10,0,2,8,0,1,1,0,0,3,0,1,3,3,19,3,1,3,1,1,9,5,5,1,4,0,1,4
E08000011,Knowsley,2,2,15,0,0,0,1,3,1,0,1,0,1,1,0,1,5,6,0,0,3,20,19,15,0,4,4,1,20,2,72,30,0,4,6,21,10,2,3,0,3,0,0,0,5,3,3,15,1,0,4,0,0,3,0,0,0,0,1,3,0,0,1,1,16,9,1,2,4,0,2,0,1,8,3,4,0,7
E10000017,Lancashire,23,34,194,23,5,3,9,63,23,0,19,3,16,9,1,6,51,104,9,14,25,116,251,166,11,18,70,55,424,72,1254,685,68,164,85,354,127,16,36,4,73,5,8,14,81,39,91,357,67,2,119,9,20,104,7,39,6,7,65,47,6,5,45,69,236,90,18,39,37,3,82,27,17,13,7,7,9,101
E08000012,Liverpool,3,2,20,1,1,1,0,5,2,0,1,1,5,1,0,0,40,30,0,7,6,41,35,39,5,10,15,1,118,5,417,148,5,27,9,24,25,7,5,1,10,7,7,1,7,2,21,48,5,0,7,1,2,8,0,4,1,1,11,5,0,1,6,20,122,26,12,6,31,6,28,11,4,19,14,7,3,22
E08000003,Manchester,2,1,21,4,1,4,4,3,3,0,2,0,3,1,0,0,22,25,1,3,6,26,29,16,1,6,15,15,85,17,220,119,5,10,11,34,23,4,4,1,7,3,7,3,11,7,31,79,5,0,16,2,0,35,1,1,3,1,7,10,1,0,6,21,88,17,12,6,28,3,33,8,7,10,4,1,1,4
E08000004,Oldham,0,0,15,1,0,0,0,1,0,0,1,0,2,0,0,0,9,8,0,0,1,15,7,2,0,0,6,3,28,3,92,47,1,8,7,12,13,5,2,0,2,0,0,1,6,0,14,42,4,0,6,0,0,18,1,6,0,0,5,4,0,1,2,21,47,12,2,4,4,1,19,2,3,2,3,2,3,7
E08000005,Rochdale,0,1,10,2,2,0,1,0,0,0,2,0,0,0,0,0,5,2,2,0,0,16,16,4,0,2,5,2,17,3,73,42,1,5,5,17,14,6,3,0,4,1,1,2,9,3,11,31,3,0,7,0,2,5,0,1,0,1,5,7,1,0,3,10,30,3,3,4,8,0,8,1,2,5,2,1,0,8
E08000006,Salford,0,0,8,1,1,0,1,1,0,0,0,0,2,0,0,0,9,6,1,1,3,11,15,15,0,1,5,5,46,6,93,64,3,9,3,14,11,1,0,0,5,0,0,2,6,3,7,17,3,0,4,1,1,12,0,0,1,1,1,3,1,1,6,10,23,5,1,3,9,1,12,2,0,3,1,1,0,4
E08000014,Sefton,0,4,9,0,1,4,1,4,1,0,2,0,4,0,0,1,24,14,0,0,0,16,21,15,5,12,12,1,58,5,152,51,4,3,5,11,13,0,5,0,6,2,2,1,3,3,8,24,1,0,7,0,2,1,0,1,0,0,6,6,1,0,3,2,37,8,2,3,8,2,2,2,5,6,5,2,2,7
E08000013,St. Helens,2,6,21,1,1,0,1,2,1,0,2,0,1,1,0,0,9,6,0,0,0,15,27,10,1,1,4,1,33,5,82,32,0,7,4,14,10,4,2,0,5,1,0,0,2,3,5,18,0,0,5,0,0,0,0,0,0,0,5,3,0,0,3,9,33,10,2,2,5,1,5,1,4,1,3,0,0,5
E08000007,Stockport,0,2,5,2,0,0,1,3,1,0,1,0,1,0,0,0,3,3,1,0,0,8,12,3,1,1,4,2,26,6,81,29,4,8,5,21,7,3,5,2,6,1,3,0,4,0,6,17,3,0,2,0,1,5,0,1,0,0,6,6,0,1,4,4,22,6,3,3,5,2,11,1,1,2,1,0,0,5
E08000008,Tameside,0,0,7,0,0,0,1,1,2,0,4,0,1,0,0,0,13,9,0,3,0,11,8,5,0,1,6,3,25,6,76,30,2,7,3,21,10,5,1,1,4,0,1,0,7,1,10,25,3,0,8,0,2,6,0,1,1,0,2,1,0,0,3,6,27,3,3,2,3,0,14,0,2,3,0,3,0,5
E08000009,Trafford,0,0,12,0,0,0,0,3,0,0,1,0,1,1,0,2,6,7,0,0,2,8,7,8,0,3,3,4,42,4,104,59,0,5,2,16,6,3,0,1,4,1,3,0,10,2,6,20,1,0,7,1,0,7,0,1,0,2,4,6,0,0,1,2,25,3,3,5,4,1,9,3,3,2,0,1,0,0
E06000007,Warrington,1,4,36,3,1,0,0,6,1,0,3,2,5,3,0,0,10,7,0,2,3,18,33,29,2,11,6,9,48,15,164,85,3,13,11,53,17,4,6,2,7,1,3,0,15,3,9,47,4,1,21,1,5,8,1,3,0,2,13,8,2,1,5,3,24,10,0,1,4,0,7,5,4,7,4,1,2,4
E08000010,Wigan,0,0,5,1,0,0,0,2,0,0,1,0,0,0,0,0,4,5,0,1,1,10,6,6,0,2,2,4,29,3,94,38,1,2,5,16,13,5,1,0,3,0,0,0,7,4,11,24,3,0,8,0,0,6,0,1,1,0,5,3,0,0,1,3,15,5,2,1,4,0,8,2,0,1,0,0,0,6
E08000015,Wirral,2,5,18,2,0,1,1,3,1,0,2,0,2,5,0,0,9,10,1,1,4,30,21,12,1,6,11,4,68,7,197,45,3,9,7,42,21,4,2,1,10,3,2,0,9,6,4,19,1,0,10,0,1,5,0,1,0,0,7,4,0,0,0,7,42,5,4,7,7,0,5,1,2,7,3,3,0,6
E12000003,Yorkshire and The Humber,48,140,640,40,19,9,22,227,88,8,38,12,76,22,0,11,164,227,28,23,60,433,620,491,17,73,177,140,1250,161,4012,2116,104,542,254,1003,442,66,164,22,233,28,42,24,269,152,307,1171,135,5,490,31,85,293,30,115,23,31,253,207,25,15,141,217,862,201,76,89,163,26,341,64,50,98,66,56,18,290
E08000016,Barnsley,2,3,35,2,0,2,2,10,5,0,1,0,4,1,0,1,6,9,2,0,2,34,20,24,0,1,13,5,54,4,181,109,4,34,15,43,21,6,3,2,9,3,1,2,13,6,11,57,4,0,26,2,6,14,3,10,1,2,13,18,1,1,4,7,33,8,0,3,6,1,18,3,2,3,3,3,0,8
E08000032,Bradford,1,8,26,5,4,0,1,5,3,1,1,0,3,0,0,1,18,20,2,1,6,29,55,31,0,5,10,7,120,9,372,155,4,21,14,39,32,2,11,1,12,4,0,0,14,7,34,72,8,0,26,0,3,15,3,4,0,1,11,18,0,0,6,38,118,24,7,10,23,3,34,12,3,24,15,8,2,39
E08000033,Calderdale,3,4,13,3,0,0,0,2,3,0,3,0,2,1,0,1,3,6,1,1,1,5,18,10,1,1,10,4,35,1,111,55,2,6,5,22,15,2,2,0,6,0,0,0,6,2,7,22,1,0,12,0,3,7,2,3,0,0,4,2,1,0,4,3,24,4,5,4,2,0,5,0,1,7,1,3,0,14
E08000017,Doncaster,3,7,45,0,2,2,1,8,1,0,3,2,4,0,0,0,14,11,3,1,3,25,30,49,2,4,16,5,75,15,300,171,11,44,14,65,34,4,10,2,15,4,3,3,23,14,19,99,8,0,38,3,3,23,2,8,1,2,25,8,0,0,9,16,57,26,6,2,18,1,32,2,3,8,4,2,2,15
E06000011,East Riding of Yorkshire,4,19,66,4,0,0,3,20,15,1,4,0,4,3,0,4,1,18,1,1,1,20,63,24,2,1,14,4,98,6,223,130,9,37,23,129,26,2,9,4,24,0,5,4,23,13,18,107,17,0,29,5,8,4,1,9,2,4,15,19,4,1,9,3,16,5,0,2,4,1,7,2,1,2,0,4,0,16
E06000010,"Kingston upon Hull, City of",2,3,19,0,1,0,0,5,0,0,3,1,4,0,0,1,17,14,0,4,2,15,20,30,1,13,9,11,67,7,251,119,7,23,4,31,18,7,6,1,10,0,5,2,12,2,13,97,2,0,20,1,3,26,1,0,0,0,10,6,2,0,13,16,55,11,7,6,10,3,25,5,3,2,1,3,4,14
E08000034,Kirklees,0,7,23,2,4,0,0,7,3,0,1,0,6,1,0,0,7,8,0,2,1,19,32,24,0,2,10,5,72,7,247,122,3,26,21,55,20,2,3,1,10,1,0,1,12,3,18,33,4,0,17,0,2,18,0,4,0,0,8,9,0,1,7,24,65,8,3,10,5,1,17,0,1,9,5,3,0,33
E08000035,Leeds,7,12,47,4,1,0,1,21,11,2,2,1,12,2,0,0,40,29,2,4,7,42,77,63,3,15,21,26,187,26,590,286,6,53,17,96,57,5,20,1,26,4,4,1,28,12,52,84,12,3,55,2,10,58,8,12,1,5,26,25,2,0,23,40,147,27,16,12,34,3,50,12,6,12,12,10,2,39
E06000012,North East Lincolnshire,2,4,14,3,1,0,0,2,3,1,1,0,1,1,0,1,4,14,2,0,3,14,9,16,0,6,6,10,44,4,138,72,4,19,7,31,16,3,5,0,11,1,4,1,12,11,8,51,5,0,19,0,9,8,0,1,1,0,8,5,0,1,10,7,27,8,4,8,6,2,14,2,4,2,2,0,1,14
E06000013,North Lincolnshire,4,7,27,0,0,1,0,7,4,0,3,2,4,1,0,0,4,13,1,1,5,22,30,16,1,4,5,8,51,11,152,97,5,24,15,51,23,4,11,1,10,1,0,2,9,9,16,70,7,0,27,2,5,14,1,1,2,2,9,6,3,1,5,6,16,8,3,2,2,1,9,5,2,1,2,1,0,14
E10000023,North Yorkshire,14,45,183,4,1,2,7,107,30,2,10,2,12,6,0,2,4,31,9,2,9,76,164,79,1,1,18,20,201,25,524,292,20,111,69,266,71,11,56,6,47,2,4,5,56,35,28,230,37,2,107,9,20,30,7,30,3,6,46,45,4,7,28,11,62,12,8,5,4,3,22,5,7,6,2,5,2,17
E08000018,Rotherham,1,4,39,1,0,0,3,11,1,0,4,1,7,0,0,0,4,13,0,1,5,29,19,41,2,5,5,6,52,14,190,126,5,42,16,39,31,7,5,0,13,0,4,1,16,14,9,54,6,0,31,5,1,14,0,13,1,3,17,5,3,0,6,8,35,6,2,3,5,2,21,2,3,4,5,2,1,10
E08000019,Sheffield,3,8,60,6,3,1,1,11,4,0,2,0,8,2,0,0,29,23,2,2,9,52,34,39,4,10,24,14,88,17,368,177,8,57,19,57,32,7,8,2,20,2,6,1,23,10,37,108,8,0,37,1,7,40,0,9,5,4,33,20,0,2,8,23,126,35,9,8,20,4,60,12,5,9,13,8,2,23
E08000036,Wakefield,1,5,18,3,1,0,3,5,1,0,0,1,4,3,0,0,8,7,2,1,2,31,24,27,0,1,7,10,64,7,207,130,3,22,7,50,27,1,10,0,13,3,4,0,12,9,17,31,5,0,28,0,1,11,0,6,2,0,14,12,3,0,3,11,55,12,4,6,15,1,19,0,6,6,1,1,0,23
E06000014,York,1,4,25,3,1,1,0,6,4,1,0,2,1,1,0,0,5,11,1,2,4,20,25,18,0,4,9,5,42,8,158,75,13,23,8,29,19,3,5,1,7,3,2,1,10,5,20,56,11,0,18,1,4,11,2,5,4,2,14,9,2,1,6,4,26,7,2,8,9,0,8,2,3,3,0,3,2,11
E12000004,East Midlands,61,129,837,28,12,9,24,186,58,9,50,9,57,21,0,14,121,154,17,29,37,551,444,373,25,70,209,115,824,129,2678,1586,100,471,296,953,437,51,157,13,158,28,55,38,208,112,238,1007,125,9,401,29,68,227,24,102,25,28,232,133,10,13,87,94,508,147,53,55,86,14,199,49,39,35,33,26,12,308
E06000015,Derby,0,0,27,0,0,0,1,5,0,0,2,1,3,2,0,0,5,6,0,1,2,21,10,3,3,3,7,0,18,9,109,86,4,13,8,32,17,0,3,0,10,0,0,0,8,6,5,23,1,0,6,1,2,6,0,0,2,1,6,3,0,0,3,3,25,3,0,0,1,1,16,0,0,1,1,0,0,1
E10000007,Derbyshire,7,20,111,1,1,2,0,27,5,0,9,0,7,1,0,3,5,3,5,1,2,73,34,9,0,2,18,2,54,10,313,258,5,41,23,135,64,4,14,2,25,0,0,3,18,10,14,65,6,0,41,4,9,10,2,3,7,4,34,11,0,2,10,5,43,5,6,2,11,0,17,2,6,0,4,0,0,17
E06000016,Leicester,2,3,44,3,1,1,1,6,0,1,2,0,6,1,0,0,14,15,0,3,4,55,28,51,4,9,15,9,62,8,262,125,9,42,7,32,27,3,4,0,10,5,6,0,12,8,21,111,8,0,19,2,2,33,1,4,3,2,8,10,0,1,7,17,97,34,15,11,9,1,42,5,3,4,4,8,1,21
E10000018,Leicestershire,6,20,148,6,2,2,6,44,7,2,8,2,0,0,0,2,21,33,3,3,7,96,95,51,3,5,35,15,112,13,368,196,10,62,48,149,54,7,25,2,25,3,7,5,27,16,41,150,22,4,60,5,12,22,10,21,1,4,31,23,2,3,10,6,36,8,1,5,7,0,18,4,5,7,3,2,1,32
E10000019,Lincolnshire,20,34,217,0,1,2,4,47,26,4,8,3,16,5,0,5,16,26,1,7,4,109,86,77,3,17,24,17,184,25,579,286,18,106,75,249,115,13,50,2,36,5,12,14,48,23,36,216,21,1,122,2,11,39,4,22,3,10,54,30,4,2,10,13,76,24,5,12,16,3,30,7,6,5,6,4,3,151
E10000021,Northamptonshire,6,3,58,5,1,2,3,17,4,0,6,0,2,1,0,2,19,29,3,6,4,67,55,37,1,7,39,28,107,22,266,149,18,50,44,85,53,8,17,3,16,5,9,6,25,16,27,129,16,0,26,7,6,22,1,14,4,3,24,10,1,2,10,7,49,18,6,8,12,6,18,8,9,4,4,2,2,23
E06000018,Nottingham,2,3,50,6,2,0,3,7,1,1,1,0,9,3,0,0,19,9,0,5,8,39,25,52,3,13,17,12,93,12,259,168,12,47,19,48,24,5,9,1,5,5,9,2,26,12,28,113,14,1,33,3,9,38,0,11,2,1,13,8,1,0,14,25,103,30,16,10,21,1,40,11,4,7,7,5,2,22
E10000024,Nottinghamshire,18,41,164,6,4,0,5,31,13,1,14,3,14,8,0,2,22,31,4,2,6,82,99,89,8,14,51,31,186,28,500,305,22,103,68,205,77,10,34,3,29,5,12,6,41,18,61,184,35,2,88,5,16,50,6,25,3,3,57,36,2,3,22,17,76,25,4,7,9,2,18,11,5,7,4,5,3,38
E06000017,Rutland,0,5,18,1,0,0,1,2,2,0,0,0,0,0,0,0,0,2,1,1,0,9,12,4,0,0,3,1,8,2,22,13,2,7,4,18,6,1,1,0,2,0,0,2,3,3,5,16,2,1,6,0,1,7,0,2,0,0,5,2,0,0,1,1,3,0,0,0,0,0,0,1,1,0,0,0,0,3
E12000005,West Midlands,46,76,658,22,15,10,15,342,55,0,59,18,51,17,3,25,166,216,17,40,73,706,672,535,33,78,256,158,1488,187,3649,2226,102,524,316,1377,508,88,140,13,177,27,46,44,245,111,497,1455,193,9,493,48,69,279,30,138,15,16,235,174,18,6,136,183,790,249,69,78,126,13,285,105,37,76,64,37,18,467
E08000025,Birmingham,6,1,110,4,6,1,2,31,2,0,11,4,10,3,1,1,56,84,2,15,30,206,124,78,18,25,86,43,269,49,787,415,14,82,52,151,82,16,24,3,21,4,9,6,52,21,155,341,41,2,80,4,19,97,9,18,6,2,51,38,4,1,29,81,286,75,30,25,38,3,112,30,13,27,26,8,6,190
E08000026,Coventry,4,1,33,5,0,1,3,7,0,0,3,1,3,0,0,0,21,7,1,3,10,51,28,21,3,8,8,14,70,6,181,83,3,19,11,31,35,7,5,0,7,2,3,0,7,6,26,80,7,2,36,1,2,19,3,5,0,0,7,8,0,1,5,12,45,15,3,3,6,1,20,10,3,7,3,0,0,56
E08000027,Dudley,1,3,26,0,0,0,0,5,0,0,3,0,4,0,1,0,6,6,0,0,2,25,18,11,1,0,18,6,32,8,88,43,1,15,7,37,19,4,3,0,5,0,0,0,5,5,27,42,5,0,10,0,3,10,1,3,0,1,6,8,0,0,3,9,34,17,4,4,4,1,13,3,4,7,3,0,0,25
E06000019,"Herefordshire, County of ",4,8,34,0,0,0,0,54,10,0,3,1,0,2,0,5,2,6,2,1,3,21,42,18,0,2,5,2,97,3,146,93,6,15,18,121,16,1,11,0,12,0,1,1,8,5,21,57,17,0,27,3,1,6,2,16,1,0,6,5,0,1,2,1,16,3,1,3,3,1,5,3,0,1,1,4,3,4
E08000028,Sandwell,2,2,35,1,0,2,0,4,2,0,3,1,0,0,0,0,11,8,0,1,5,33,32,19,0,3,12,13,48,10,156,67,5,25,10,36,25,8,5,0,2,1,0,3,7,5,23,70,6,0,13,1,2,16,0,8,0,0,16,8,0,0,11,11,56,19,2,4,6,0,22,4,1,6,5,2,1,53
E06000051,Shropshire,2,10,37,2,1,0,1,62,8,0,7,0,2,1,0,4,3,7,2,3,1,27,46,38,0,5,8,2,135,10,233,187,5,32,22,151,27,4,10,0,21,0,1,6,18,6,20,93,9,1,37,3,5,4,2,15,2,2,17,13,2,0,5,3,20,8,1,5,5,0,5,3,1,1,0,4,0,3
