ONS Code,Region/Local Authority,Poor or defective road surface ,"Deposit on road (eg. oil, mud, chippings)",Slippery road (due to weather),Inadequate or masked signs or road markings,Defective traffic signals,"Traffic calming (eg. road humps, chicane)",Temporary road layout (eg. contraflow),"Road layout (eg. bend, hill, narrow road)",Animal or object in carriageway ,Slippery inspection cover or road marking,"Tyres illegal, defective or under inflated",Defective lights or indicators,Defective brakes,Defective steering or suspension,Defective or missing mirrors,Overloaded or poorly loaded vehicle or trailer,Disobeyed automatic traffic signal,Disobeyed 'Give Way' or 'Stop' sign or markings,Disobeyed double white lines,Disobeyed pedestrian crossing facility,Illegal turn or direction of travel,Exceeding speed limit,Travelling too fast for conditions,Following too close,Vehicle travelling along pavement,Cyclist entering road from pavement,Junction overshoot,Junction restart (moving off at junction),Poor turn or manoeuvre,Failed to signal or misleading signal,Driver/Rider failed to look properly,Driver/Rider failed to judge other person’s path or speed,"Too close to cyclist, horse rider or pedestrian",Sudden braking,Swerved,Loss of control,Driver/Rider impaired by alcohol,Driver/Rider impaired by drugs (illicit or medicinal),Fatigue,"Uncorrected, defective eyesight","Driver/Rider illness or disability, mental or physical",Not displaying lights at night or in poor visibility,Rider wearing dark clothing,Driver using mobile phone,Distraction in vehicle,Distraction outside vehicle,Aggressive driving,"Driver/Rider careless, reckless or in a hurry","Driver/Rider nervous, uncertain or panic",Driving too slow for conditions or slow veh (eg tractor),Learner or inexperienced driver/rider,Inexperience of driving on the left,Unfamiliar with model of vehicle,Stationary or parked vehicle(s),Vegetation,"Road layout (eg. bend, winding road, hill crest)","Buildings, road signs, street furniture",Dazzling headlights,Dazzling sun,"Rain, sleet, snow, or fog",Spray from other vehicles,"Visor or windscreen dirty, scratched or frosted etc.",Vehicle blind spot,Crossing road masked by stationary or parked vehicle,Pedestrian failed to look properly,Pedestrian failed to judge vehicle’s path or speed,Pedestrian wrong use of pedestrian crossing facility,Dangerous action in carriageway (eg. playing),Pedestrian impaired by alcohol,Pedestrian impaired by drugs (illicit or medicinal),"Pedestrian careless, reckless or in a hurry",Pedestrian wearing dark clothing at night,"Pedestrian disability or illness, mental or physical",Stolen vehicle,Vehicle in course of crime,Emergency vehicle on a call,Vehicle door opened or closed negligently,Other
E06000022,Bath and North East Somerset,5,5,26,0,1,1,0,11,0,0,2,1,3,0,0,0,2,6,2,0,1,9,24,10,1,3,6,6,18,8,75,27,6,13,10,29,19,2,3,0,7,2,2,0,7,0,8,34,6,0,11,1,3,8,1,6,1,2,7,6,0,1,6,6,15,4,2,4,2,0,9,1,2,0,0,1,0,3
E06000028,Bournemouth,0,1,24,2,0,2,1,6,0,0,2,0,2,0,0,0,4,21,0,0,2,17,13,19,2,7,11,7,49,7,149,75,13,20,6,27,13,2,1,0,4,4,5,0,11,8,13,30,7,0,17,1,1,24,0,3,1,1,11,3,1,1,8,7,42,12,1,3,10,0,9,2,2,1,3,3,3,7
E06000023,"Bristol, City of",1,3,45,5,0,3,2,10,0,0,0,2,6,1,0,0,18,12,1,4,11,39,41,31,3,12,9,17,60,14,225,93,14,38,23,43,33,3,5,0,6,4,5,3,11,13,20,85,10,0,28,6,2,43,1,3,2,1,16,9,0,0,11,19,54,12,4,8,21,3,18,5,3,5,4,5,5,8
E06000052,Cornwall,12,33,159,9,0,2,4,48,11,0,9,3,4,4,0,4,6,29,4,0,6,65,155,77,2,2,32,20,172,17,354,241,20,107,57,180,61,5,15,3,17,4,1,3,35,22,36,135,31,2,84,10,10,35,7,56,4,4,60,38,5,2,14,13,59,25,8,13,18,3,19,5,10,4,1,3,0,25
E10000008,Devon,11,41,214,7,0,1,5,68,26,0,10,3,20,3,0,8,9,25,14,3,14,82,205,97,0,6,25,23,176,31,424,238,24,115,74,267,85,9,36,4,39,7,4,4,34,27,34,191,27,1,108,9,13,44,11,53,7,9,46,26,5,2,18,20,82,28,5,19,19,4,33,11,6,4,4,2,2,47
E10000009,Dorset,8,13,121,2,3,2,5,32,17,0,4,1,5,1,0,2,8,10,4,0,3,29,78,47,2,8,12,8,142,8,237,180,19,58,23,186,45,9,15,1,16,3,2,4,23,11,23,77,10,0,35,0,4,32,3,19,2,3,22,14,1,1,9,4,35,14,0,3,13,0,11,7,7,2,1,9,3,16
E10000013,Gloucestershire,9,8,104,4,1,0,0,20,15,0,9,2,5,1,0,1,13,14,5,2,6,44,56,49,4,5,21,14,110,5,300,159,14,46,28,157,49,6,14,2,25,2,3,2,23,14,40,139,15,1,44,6,11,16,5,15,6,1,25,20,3,4,7,12,61,29,2,8,15,1,12,7,1,7,5,3,1,15
E06000053,Isles of Scilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E06000024,North Somerset,3,3,34,1,1,0,0,9,3,0,3,1,3,0,0,0,5,5,1,0,3,17,26,23,0,4,3,5,28,7,104,57,9,25,13,27,11,0,3,2,6,2,3,0,7,7,8,44,8,0,24,4,1,3,1,5,0,3,5,3,2,0,1,4,16,3,0,2,5,1,7,1,1,2,0,2,1,7
E06000026,Plymouth,4,2,47,0,5,2,5,8,3,0,4,3,8,2,0,0,20,12,0,1,2,33,36,50,1,5,9,17,72,15,226,132,6,57,18,47,19,3,6,1,3,2,0,3,12,7,14,84,14,0,42,4,5,31,1,11,3,1,17,8,0,0,10,21,69,24,10,6,17,3,28,4,2,7,4,3,0,23
E06000029,Poole,1,5,12,0,0,0,0,6,4,0,1,1,2,1,0,0,13,7,0,0,3,17,20,15,2,3,8,12,40,6,134,61,4,12,5,35,15,3,1,0,3,2,2,0,7,4,9,29,7,0,18,2,4,14,1,3,1,0,14,1,0,1,4,3,25,10,2,0,3,0,4,1,1,1,1,3,4,8
E10000027,Somerset,8,14,107,6,0,0,2,46,20,0,8,2,5,3,0,2,5,14,5,3,5,45,96,53,0,4,18,17,100,20,293,176,13,66,49,164,51,5,22,4,25,6,5,3,22,20,22,98,8,0,40,7,6,14,8,15,3,4,17,21,1,3,11,9,36,11,1,3,6,1,14,6,2,1,2,1,3,21
E06000025,South Gloucestershire,4,7,27,3,1,0,1,6,3,0,3,0,1,0,0,0,7,6,0,1,2,19,27,26,1,4,6,7,36,7,130,71,3,27,21,58,14,2,7,1,8,1,2,4,10,6,9,49,4,0,26,2,5,6,3,6,0,1,11,11,2,1,5,0,13,6,1,8,6,0,3,2,3,3,0,0,0,10
E06000030,Swindon,2,4,29,1,0,1,0,4,1,0,5,1,1,0,0,3,15,25,0,7,1,12,28,24,3,11,6,12,76,4,153,96,6,23,13,60,21,1,10,0,7,2,3,0,7,4,7,64,4,1,20,3,2,8,1,2,1,0,11,4,0,1,4,14,30,7,3,1,4,2,14,4,3,0,0,3,0,4
E06000027,Torbay,1,5,22,0,0,1,2,10,0,0,3,0,3,1,0,0,5,3,1,1,3,18,28,18,1,0,3,4,26,5,102,48,3,16,9,24,13,2,1,1,10,0,1,1,3,2,5,36,3,0,24,2,4,21,2,7,2,1,8,8,0,0,7,4,34,11,1,2,6,1,15,4,0,0,0,0,1,7
E06000054,Wiltshire,6,19,101,3,0,1,2,20,23,0,9,1,5,2,0,6,6,30,3,4,4,50,110,44,2,7,19,21,236,16,325,228,12,55,53,253,44,5,34,2,19,2,3,5,41,21,19,168,17,1,48,8,7,16,3,17,1,4,19,16,0,2,8,11,41,16,2,9,12,1,17,5,3,1,1,2,2,7
W92000004,Wales,32,89,673,17,4,10,18,456,84,0,42,13,46,17,2,18,82,103,18,6,44,240,500,316,10,35,140,85,672,94,1890,1066,87,488,251,1076,295,34,75,10,86,15,13,17,145,82,191,755,103,9,331,18,43,149,22,137,14,21,185,150,15,10,60,125,491,132,25,92,117,13,172,32,33,33,15,18,17,295
W06000019,Blaenau Gwent,0,0,18,0,0,0,0,1,4,0,1,0,0,2,0,1,0,0,0,0,1,2,8,7,0,2,2,5,11,3,28,15,0,11,4,16,3,0,3,0,4,0,0,0,0,0,2,8,1,0,5,0,0,2,0,1,0,0,1,3,0,0,1,1,6,0,0,1,2,1,2,1,0,1,2,0,1,3
W06000013,Bridgend,0,1,15,0,0,0,0,7,3,0,2,1,1,1,0,1,7,0,1,1,0,4,12,12,0,2,2,0,17,2,66,33,2,17,3,21,17,1,8,0,4,0,1,1,8,6,3,23,5,0,12,0,1,2,0,6,0,0,13,4,2,0,2,10,23,9,2,2,3,1,5,1,1,1,0,1,0,9
W06000018,Caerphilly,1,4,27,1,0,1,0,7,0,0,1,1,1,0,0,0,2,5,1,0,2,5,17,12,1,2,8,5,16,2,56,33,2,13,3,28,6,1,3,0,4,0,0,0,4,3,5,17,4,1,12,0,0,3,3,6,0,0,10,7,1,0,1,9,27,6,3,9,3,0,11,2,3,1,0,0,1,4
W06000015,Cardiff,0,1,36,1,0,2,2,4,4,0,1,1,5,3,0,1,15,8,0,1,4,11,20,23,2,6,11,10,70,9,226,122,11,22,14,46,35,2,0,1,9,2,2,1,13,5,15,70,6,1,17,0,2,23,2,3,3,2,19,12,3,1,4,21,70,18,3,8,19,3,22,3,3,6,3,4,7,114
W06000010,Carmarthenshire,10,8,79,2,1,2,1,78,6,0,7,1,2,2,0,2,3,11,3,0,2,19,50,27,0,0,14,7,42,8,97,69,3,50,32,116,20,3,7,1,3,0,0,0,8,6,12,46,4,0,33,2,2,10,2,16,2,3,16,16,3,1,9,4,22,5,1,1,4,0,5,1,3,1,0,0,0,23
W06000008,Ceredigion,1,5,29,0,0,0,0,57,6,0,8,2,2,0,0,0,0,2,1,0,0,11,24,8,1,0,6,1,17,5,36,20,1,23,16,59,7,2,3,0,1,1,0,0,4,4,6,17,4,1,17,0,2,5,2,14,1,5,5,4,0,0,2,1,6,1,0,2,2,0,3,2,1,1,0,2,0,7
W06000003,Conwy,0,5,18,3,0,0,1,12,5,0,3,1,3,2,1,1,3,5,0,1,3,11,34,16,1,2,9,2,38,6,83,50,6,19,11,44,7,0,6,3,5,1,1,1,6,4,9,38,4,1,17,1,1,10,2,6,0,0,8,7,1,3,3,3,14,9,2,1,3,0,5,0,1,0,0,1,0,3
W06000004,Denbighshire,2,8,25,1,0,0,3,8,3,0,3,1,3,0,0,1,5,7,0,1,1,7,27,12,1,3,2,6,35,3,80,42,2,22,7,54,4,0,1,1,5,1,0,1,10,7,10,34,6,0,20,0,3,9,0,4,0,0,6,6,0,0,0,6,20,11,1,7,5,1,7,0,1,1,0,0,0,1
W06000005,Flintshire,5,5,40,1,0,0,0,13,5,0,2,1,3,0,0,3,4,7,0,1,1,11,30,20,1,3,8,2,51,3,129,78,6,19,11,66,14,2,4,2,5,1,0,1,10,0,8,41,5,1,18,0,2,7,0,3,0,0,10,8,1,2,3,2,15,9,1,3,5,0,2,2,1,0,0,0,0,2
W06000002,Gwynedd,1,8,31,1,0,0,0,27,6,0,2,0,7,2,1,0,1,5,1,1,3,11,35,25,0,0,9,6,46,8,82,40,5,33,14,77,6,2,5,1,6,2,0,0,11,4,12,49,6,0,20,3,3,9,0,8,1,1,8,13,0,1,3,6,19,6,0,4,7,1,9,2,4,1,0,0,1,2
W06000001,Isle of Anglesey,0,2,16,0,0,0,1,12,2,0,1,0,3,1,0,0,1,5,0,0,2,8,12,3,0,2,2,2,14,3,33,19,0,9,7,32,10,0,1,0,0,0,0,0,2,0,8,19,5,0,8,0,1,1,0,5,0,0,6,4,0,0,2,3,2,1,1,2,4,0,2,0,0,1,1,0,0,0
W06000024,Merthyr Tydfil,1,0,11,0,0,0,0,2,0,0,1,0,1,0,0,1,1,1,2,0,3,8,12,8,0,1,2,2,8,1,25,24,1,10,9,18,9,0,1,0,2,1,0,1,3,0,4,16,1,0,6,0,0,1,0,1,0,0,1,2,0,0,1,2,11,5,0,3,4,0,5,1,0,1,1,0,0,3
W06000021,Monmouthshire,0,3,15,1,0,0,0,2,0,0,3,0,0,0,0,0,0,2,2,0,1,11,11,7,0,0,3,4,13,4,30,27,3,7,10,21,2,0,1,0,3,0,0,0,5,2,0,10,5,1,7,1,3,1,0,0,0,0,8,4,0,0,1,0,3,2,0,1,1,0,2,1,0,0,1,0,0,8
W06000012,Neath Port Talbot,0,4,22,1,0,0,0,9,2,0,1,0,1,0,0,1,3,4,0,0,1,13,14,20,0,2,9,4,19,5,119,60,6,14,2,36,23,2,3,0,4,1,1,1,4,4,6,38,5,0,16,1,6,5,1,8,0,0,8,4,1,0,2,3,18,9,0,4,6,0,3,0,1,2,1,1,0,18
W06000022,Newport,0,1,26,0,2,2,5,1,2,0,0,0,2,1,0,0,6,4,0,0,2,18,18,14,0,2,3,4,36,6,93,62,3,22,13,36,7,0,1,0,0,0,0,0,1,3,7,29,6,2,15,3,0,5,1,2,0,0,9,1,0,0,12,7,33,6,2,6,6,1,13,1,1,3,1,2,0,9
W06000009,Pembrokeshire,5,9,62,0,0,0,2,63,8,0,2,0,1,1,0,0,2,10,0,0,0,18,31,14,0,0,9,6,28,3,62,36,6,52,34,107,19,0,4,0,3,0,1,1,8,7,6,25,1,0,22,1,4,7,1,18,0,3,8,9,0,0,1,2,21,3,0,6,4,0,8,2,2,0,0,0,0,23
W06000023,Powys,1,12,97,0,0,0,1,128,11,0,0,0,2,0,0,2,2,5,5,0,2,16,57,25,0,1,2,2,46,7,67,44,4,62,31,145,17,3,10,1,6,0,0,2,13,5,8,63,14,1,24,3,3,5,2,13,1,4,14,13,0,0,1,1,2,2,0,7,8,1,5,0,0,2,0,1,1,14
W06000016,"Rhondda, Cynon, Taff",2,3,31,1,0,0,2,10,4,0,0,0,1,2,0,2,6,5,1,0,5,17,33,19,1,2,9,5,43,3,132,76,8,23,6,50,28,6,4,0,8,1,0,2,15,6,17,61,7,0,18,0,2,17,1,9,2,1,12,10,2,1,2,16,60,14,3,10,13,1,23,5,2,2,0,4,0,5
W06000011,Swansea,1,3,35,1,1,0,0,7,3,0,2,2,5,0,0,2,13,8,0,0,7,22,25,25,2,3,10,8,64,8,266,116,11,27,9,36,36,9,2,0,9,2,3,3,11,9,28,82,6,0,23,2,8,15,2,5,2,2,10,12,1,0,6,16,81,10,3,7,12,3,20,4,2,5,2,0,5,38
W06000014,The Vale of Glamorgan,1,1,7,1,0,1,0,3,2,0,0,0,0,0,0,0,4,2,1,0,2,4,2,2,0,0,7,1,15,1,57,30,4,8,4,17,6,0,2,0,3,0,2,1,4,3,6,15,1,0,3,0,0,2,1,4,1,0,3,3,0,1,4,7,21,5,1,3,2,0,10,1,3,2,1,0,0,3
W06000020,Torfaen,0,2,14,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,8,7,6,0,1,4,0,10,3,33,23,1,9,2,10,2,0,1,0,0,1,1,1,2,1,5,13,1,0,6,0,0,5,1,3,0,0,6,3,0,0,0,1,3,1,0,3,2,0,3,1,0,0,0,1,0,5
W06000006,Wrexham,1,4,19,1,0,2,0,3,6,0,2,2,3,0,0,0,3,7,0,0,2,5,21,11,0,1,9,3,33,1,90,47,2,16,9,41,17,1,5,0,2,1,1,0,3,3,14,41,6,0,12,1,0,5,1,2,1,0,4,5,0,0,0,4,14,0,2,2,2,0,7,2,4,2,2,1,1,1
S92000003,Scotland,73,158,1531,45,12,8,33,237,128,0,45,4,33,17,0,15,117,268,12,22,40,285,980,458,21,47,173,46,947,89,2338,1335,128,501,325,1749,354,39,105,6,126,13,16,7,154,81,156,916,102,4,345,61,67,153,20,100,12,16,267,187,16,13,76,239,862,220,84,114,232,22,360,77,31,55,23,25,24,170
S12000033,Aberdeen City,5,2,35,2,0,1,0,3,2,0,1,1,2,0,0,0,11,12,0,4,2,9,19,12,1,1,4,3,29,8,85,42,5,14,4,37,17,1,2,0,6,1,1,0,9,1,12,45,5,1,12,4,2,7,2,4,2,0,10,5,0,0,6,15,57,17,7,7,16,1,25,8,3,1,2,0,1,2
S12000034,Aberdeenshire,10,20,179,1,0,0,2,13,9,0,3,0,2,1,0,4,1,8,0,0,1,26,96,16,0,2,9,8,59,6,99,60,4,34,30,163,20,4,8,0,9,0,0,1,11,3,12,60,4,1,36,5,2,2,3,11,0,1,10,17,0,2,1,4,10,4,0,2,3,1,4,2,0,2,1,0,0,6
S12000041,Angus,2,3,32,2,1,0,0,11,5,0,1,0,0,0,0,1,3,8,0,1,0,7,35,14,0,0,10,0,25,5,47,33,2,13,18,61,6,2,7,0,1,0,0,1,8,2,3,16,2,0,8,1,3,3,1,2,0,0,7,4,1,2,1,6,13,4,0,3,4,1,4,1,1,0,0,0,0,2
S12000035,Argyll & Bute,8,9,73,3,0,0,1,34,9,0,5,0,0,0,0,0,0,4,2,0,1,12,36,12,1,1,2,1,24,2,52,34,3,24,16,78,11,1,8,0,5,2,1,0,5,2,10,34,7,0,18,3,2,3,1,3,1,1,12,6,0,0,3,3,11,6,1,0,2,0,5,2,0,0,0,1,0,8
S12000005,Clackmannanshire,1,0,12,1,1,1,1,2,1,0,1,0,1,0,0,0,0,4,0,0,1,1,8,2,0,0,0,0,4,1,12,6,1,5,1,10,6,1,0,0,1,0,0,0,2,1,2,7,0,0,2,1,0,3,0,3,0,0,1,5,0,0,1,3,4,2,0,0,3,0,2,1,0,0,0,0,0,0
S12000006,Dumfries & Galloway,0,9,46,0,0,0,0,3,2,0,1,0,0,2,0,2,0,5,2,0,0,9,24,7,1,1,7,0,28,2,72,55,5,6,11,50,14,5,12,0,9,0,0,0,6,2,2,21,3,0,7,0,8,0,2,2,0,0,5,7,0,0,1,2,10,5,1,2,8,0,6,3,0,0,0,0,0,2
S12000042,Dundee City,1,0,21,0,1,0,0,1,2,0,0,0,3,1,0,0,5,9,0,1,3,6,17,13,2,7,6,4,16,3,72,43,2,15,3,16,7,0,0,0,2,1,2,0,2,0,2,13,4,0,3,1,0,9,0,0,0,1,8,6,0,0,2,15,45,7,5,5,10,1,21,0,3,3,0,2,0,3
S12000008,East Ayrshire,1,3,47,2,0,1,2,8,4,0,1,0,0,0,0,0,1,6,0,0,0,4,30,14,1,1,8,0,11,0,48,29,3,18,21,41,8,2,3,0,3,0,1,0,5,2,6,24,2,0,13,2,3,4,1,7,0,0,5,7,2,1,2,5,17,7,1,3,4,0,7,3,1,2,0,0,0,3
S12000009,East Dunbartonshire,0,6,26,2,0,0,0,6,1,0,0,0,1,0,0,0,3,4,0,0,0,7,13,5,1,1,3,1,9,3,28,15,2,6,7,19,4,0,1,0,2,0,0,0,2,1,3,14,1,0,8,0,3,5,0,3,0,0,6,1,0,0,0,3,9,3,1,0,2,0,6,0,2,1,1,2,0,3
S12000010,East Lothian,1,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,24,8,0,0,1,0,24,1,52,33,2,2,0,52,0,0,1,0,1,0,0,0,2,0,0,13,0,0,0,1,1,1,0,0,0,0,3,0,0,0,1,3,13,1,0,1,0,0,4,0,0,1,0,0,2,3
S12000011,East Renfrewshire,2,2,10,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,1,5,5,8,0,0,0,0,10,2,16,6,0,4,2,13,1,0,0,0,2,0,0,1,1,0,1,5,2,0,5,0,0,0,0,1,0,0,3,2,0,0,0,2,7,2,1,1,3,0,2,0,0,0,0,1,0,3
S12000036,"Edinburgh, City of",3,2,24,0,0,0,0,0,3,0,1,0,2,4,0,0,20,40,0,3,3,2,36,47,1,1,2,3,137,3,325,195,23,34,5,106,15,0,1,1,9,0,0,0,6,4,9,57,1,0,6,2,1,0,0,0,1,0,13,0,0,0,3,21,110,24,8,6,17,0,50,1,0,7,4,3,8,47
S12000014,Falkirk,6,6,55,2,0,0,3,8,3,0,2,0,1,0,0,0,1,5,0,0,1,6,20,18,1,2,3,0,18,1,57,38,5,17,11,30,10,1,2,0,4,1,2,0,6,3,9,14,7,0,16,1,2,4,0,2,1,1,11,8,3,1,2,4,19,6,1,4,2,0,8,3,1,1,1,1,0,3
S12000015,Fife,0,5,99,2,0,0,1,6,10,0,6,0,1,1,0,0,4,16,0,0,2,12,54,17,0,5,7,19,45,4,93,38,6,20,8,77,30,2,1,0,6,1,1,0,7,1,2,25,4,0,8,1,2,7,0,3,0,1,12,3,0,1,2,11,36,7,4,10,12,2,15,7,2,2,1,0,1,4
S12000043,Glasgow City,9,10,107,16,4,2,3,8,0,0,1,1,3,1,0,2,43,32,0,7,7,38,57,66,5,6,26,2,105,12,369,173,13,63,36,103,40,6,8,1,14,2,1,4,19,8,22,157,12,0,34,2,4,39,1,6,3,3,30,13,2,1,17,64,194,44,29,20,53,7,71,16,7,8,6,5,3,17
S12000017,Highland,3,15,129,2,1,1,1,24,16,0,4,0,3,2,0,0,1,7,2,0,4,24,60,20,0,3,9,0,57,8,83,50,4,36,25,124,30,1,10,1,6,1,3,0,13,15,9,57,9,1,35,19,11,4,1,10,1,3,12,21,1,1,8,7,21,10,4,8,4,0,8,4,0,2,1,2,0,7
S12000018,Inverclyde,1,1,23,1,0,1,0,4,1,0,0,0,2,0,0,0,1,8,0,0,0,9,11,10,1,1,6,1,17,1,38,17,2,11,4,15,7,1,0,0,1,0,0,0,5,1,1,25,1,0,2,2,1,6,1,4,0,1,9,5,0,1,0,5,20,8,2,3,4,1,8,0,1,1,0,0,0,4
S12000019,Midlothian,0,4,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,0,29,12,0,0,4,0,26,0,40,31,6,3,1,48,1,0,0,0,0,0,0,0,0,0,1,8,1,0,4,1,0,0,0,1,0,1,2,2,0,0,0,2,6,2,0,1,2,0,7,1,0,3,0,0,1,3
S12000020,Moray,2,2,29,2,0,0,0,3,3,0,2,0,0,0,0,0,0,1,0,0,0,8,9,3,0,2,1,1,5,1,27,10,1,8,7,31,10,0,3,0,3,0,0,0,1,2,2,18,1,0,7,1,2,2,0,4,0,1,2,2,0,1,1,3,14,2,0,0,6,0,6,1,0,0,0,0,1,0
S12000013,Na h-Eileanan an Iar (Western Isles),0,1,14,0,0,0,1,1,3,0,2,1,1,0,0,0,1,1,0,0,0,1,7,3,0,0,0,0,2,0,3,5,2,8,5,14,3,0,1,0,0,1,0,0,1,1,2,4,0,0,3,0,1,1,0,0,0,0,2,4,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,1
S12000021,North Ayrshire,2,3,27,0,0,0,0,8,3,0,0,0,2,1,0,1,1,5,0,0,0,9,17,6,2,1,5,0,12,1,30,17,0,12,8,35,11,1,2,0,2,0,0,0,0,0,6,19,1,0,9,0,2,4,0,4,0,0,6,4,0,0,1,5,13,1,0,1,5,0,6,1,0,3,1,0,0,4
S12000044,North Lanarkshire,4,8,84,3,2,0,9,15,4,0,3,0,0,1,0,0,3,18,1,0,5,27,48,29,0,2,16,0,43,6,143,74,5,29,25,68,20,3,4,0,8,0,0,0,8,4,5,53,6,0,24,1,2,17,0,3,2,0,17,16,1,0,4,17,61,10,1,10,20,2,20,8,3,6,2,2,0,8
S12000023,Orkney Islands,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,4,0,10,1,1,2,3,5,1,0,1,0,0,0,0,0,2,1,1,3,0,0,3,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,0,2,2,0,1,1,0,0,0,0,0,0
S12000024,Perth and Kinross,1,11,89,1,0,1,2,14,19,0,5,0,0,0,0,2,2,9,3,0,0,13,68,18,1,1,8,0,37,2,68,36,5,20,17,69,14,0,12,0,3,1,2,0,5,5,5,24,4,0,12,0,2,4,1,2,0,0,7,8,1,0,2,2,17,5,0,0,3,0,5,4,1,1,0,2,2,8
S12000038,Renfrewshire,3,8,42,1,0,0,0,6,4,0,1,1,0,0,0,0,1,5,0,0,1,10,18,17,1,3,1,0,27,2,67,39,3,11,14,42,12,1,3,0,2,1,2,0,3,5,3,23,5,0,10,1,1,6,0,3,0,0,9,8,1,1,4,9,33,8,5,8,14,2,16,2,0,4,0,1,1,6
S12000026,Scottish Borders,1,4,41,0,0,0,0,0,5,0,0,0,0,1,0,1,0,5,1,0,0,0,92,9,1,0,1,0,44,1,37,31,8,6,3,144,8,1,2,0,2,0,0,0,3,3,0,30,0,0,4,1,1,0,0,1,0,0,4,0,0,0,0,3,10,2,0,2,0,0,5,0,0,1,0,0,0,4
S12000027,Shetland Islands,0,0,13,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,1,1,5,3,0,2,3,11,1,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,1,0,0,2,0,0,0,4,0,0,0,0,4,0,0,0,3,0,1,1,0,0,0,0,0,0
S12000028,South Ayrshire,4,5,41,0,0,0,0,7,4,0,1,0,1,1,0,1,3,7,0,1,4,9,18,9,1,0,6,0,16,1,66,23,1,14,7,36,8,0,1,1,1,0,0,0,5,1,8,22,4,0,10,1,3,1,0,5,0,1,14,4,3,0,2,1,13,2,2,1,3,0,3,1,1,0,0,0,0,4
S12000029,South Lanarkshire,1,7,81,2,1,0,3,19,5,0,2,0,2,1,0,0,5,13,0,3,1,17,26,16,0,0,12,1,38,3,118,60,6,23,15,88,21,4,4,1,12,1,0,0,9,7,7,48,10,0,22,2,5,11,3,6,0,1,29,9,0,0,5,12,44,10,4,7,8,2,17,1,2,3,0,0,0,10
S12000030,Stirling,2,7,50,0,0,0,1,20,6,0,0,0,3,0,0,1,2,4,0,1,3,5,34,13,0,4,8,2,22,5,45,32,2,20,12,52,9,1,5,0,6,0,0,0,1,2,4,23,4,0,8,6,1,5,2,7,0,0,6,8,0,0,4,3,8,5,0,2,5,0,3,1,2,1,0,0,1,3
S12000039,West Dunbartonshire,0,1,28,0,0,0,2,3,1,0,2,0,1,0,0,0,0,3,1,1,0,4,9,13,0,1,5,0,9,2,40,19,2,15,2,21,5,1,2,1,2,0,0,0,2,1,7,21,2,1,8,0,0,4,0,0,0,0,4,8,1,0,2,4,17,7,4,4,10,2,7,4,1,1,2,2,0,2
S12000040,West Lothian,0,2,36,0,0,0,0,0,1,0,0,0,2,0,0,0,2,17,0,0,0,0,52,21,0,1,2,0,43,2,91,87,4,6,1,90,4,0,1,0,4,0,0,0,4,3,0,29,0,0,4,2,0,1,0,0,0,0,8,0,0,1,0,3,21,6,3,1,3,0,16,0,0,1,1,1,3,0
K03000001,Great Britain1,881,1505,14155,520,195,150,357,2974,1321,0,746,174,826,268,11,278,2144,4176,242,537,848,5836,10011,8397,334,1088,2699,2098,15969,2519,48272,25577,2239,8909,4882,18029,5293,565,1766,234,1848,357,381,349,2972,1846,3862,18803,2110,113,5512,481,873,4056,401,1516,285,300,2911,2328,223,197,1697,3124,11917,3720,1148,1394,2109,184,4965,796,480,726,461,679,577,3153
