ONS Code,Region/Local Authority,Poor or defective road surface ,"Deposit on road (eg. oil, mud, chippings)",Slippery road (due to weather),Inadequate or masked signs or road markings,Defective traffic signals,"Traffic calming (eg. road humps, chicane)",Temporary road layout (eg. contraflow),"Road layout (eg. bend, hill, narrow road)",Animal or object in carriageway ,Slippery inspection cover or road marking,"Tyres illegal, defective or under inflated",Defective lights or indicators,Defective brakes,Defective steering or suspension,Defective or missing mirrors,Overloaded or poorly loaded vehicle or trailer,Disobeyed automatic traffic signal,Disobeyed 'Give Way' or 'Stop' sign or markings,Disobeyed double white lines,Disobeyed pedestrian crossing facility,Illegal turn or direction of travel,Exceeding speed limit,Travelling too fast for conditions,Following too close,Vehicle travelling along pavement,Cyclist entering road from pavement,Junction overshoot,Junction restart (moving off at junction),Poor turn or manoeuvre,Failed to signal or misleading signal,Driver/Rider failed to look properly,Driver/Rider failed to judge other person’s path or speed,"Too close to cyclist, horse rider or pedestrian",Sudden braking,Swerved,Loss of control,Driver/Rider impaired by alcohol,Driver/Rider impaired by drugs (illicit or medicinal),Fatigue,"Uncorrected, defective eyesight","Driver/Rider illness or disability, mental or physical",Not displaying lights at night or in poor visibility,Rider wearing dark clothing,Driver using mobile phone,Distraction in vehicle,Distraction outside vehicle,Aggressive driving,"Driver/Rider careless, reckless or in a hurry","Driver/Rider nervous, uncertain or panic",Driving too slow for conditions or slow veh (eg tractor),Learner or inexperienced driver/rider,Inexperience of driving on the left,Unfamiliar with model of vehicle,Stationary or parked vehicle(s),Vegetation,"Road layout (eg. bend, winding road, hill crest)","Buildings, road signs, street furniture",Dazzling headlights,Dazzling sun,"Rain, sleet, snow, or fog",Spray from other vehicles,"Visor or windscreen dirty, scratched or frosted etc.",Vehicle blind spot,Crossing road masked by stationary or parked vehicle,Pedestrian failed to look properly,Pedestrian failed to judge vehicle’s path or speed,Pedestrian wrong use of pedestrian crossing facility,Dangerous action in carriageway (eg. playing),Pedestrian impaired by alcohol,Pedestrian impaired by drugs (illicit or medicinal),"Pedestrian careless, reckless or in a hurry",Pedestrian wearing dark clothing at night,"Pedestrian disability or illness, mental or physical",Stolen vehicle,Vehicle in course of crime,Emergency vehicle on a call,Vehicle door opened or closed negligently,Other
E08000023,South Tyneside,2,0,20,0,0,0,0,2,0,0,0,1,1,0,0,0,3,2,0,0,1,6,8,10,2,7,8,1,23,3,75,33,0,7,4,12,7,0,3,1,4,2,1,0,6,3,6,35,4,0,7,0,2,8,0,2,1,0,8,3,0,0,0,7,17,6,0,3,3,0,10,0,1,0,0,1,2,3
E06000004,Stockton-on-Tees,0,1,19,1,1,0,1,3,1,0,0,1,1,2,1,1,5,5,1,1,1,12,13,19,0,0,10,11,30,3,85,48,4,19,8,20,7,1,4,0,2,2,4,0,5,4,7,39,4,2,9,0,2,12,0,4,0,0,16,7,1,0,5,7,40,12,2,5,8,2,14,4,2,2,0,1,0,12
E08000024,Sunderland,1,1,41,3,1,0,0,5,0,0,3,0,5,1,0,1,6,7,1,3,7,25,27,24,1,3,19,9,62,11,193,83,9,40,21,44,29,11,2,0,7,4,3,3,14,11,18,90,3,1,20,2,5,18,0,7,1,2,19,8,0,0,6,11,43,15,1,5,8,1,18,2,6,2,0,3,0,9
E12000002,North West,93,119,830,74,26,9,32,224,89,2,70,16,82,21,2,18,323,363,25,32,85,491,705,613,31,119,274,213,1653,218,4994,2633,215,645,362,1291,503,65,121,32,225,51,80,35,281,182,426,1379,190,7,474,33,89,436,23,120,26,40,313,216,21,18,177,374,1265,410,120,179,256,22,536,117,55,119,64,78,46,321
E06000008,Blackburn with Darwen,2,2,19,5,1,0,2,14,1,0,3,0,5,0,0,0,12,8,0,0,5,22,34,19,0,0,10,4,64,8,145,101,8,16,9,38,10,1,1,0,3,1,2,0,11,4,10,54,8,0,12,0,2,24,2,6,5,3,13,6,0,3,7,29,62,23,5,19,6,1,33,2,4,2,0,3,1,13
E06000009,Blackpool,4,3,16,9,1,0,4,5,3,0,1,2,5,0,0,1,10,40,0,2,5,13,18,24,1,13,16,12,59,13,192,98,10,30,18,27,15,3,3,4,9,2,3,0,10,8,21,47,12,1,21,1,3,22,1,4,2,3,11,7,0,0,5,23,59,19,7,10,12,1,24,8,2,9,1,1,0,19
E08000001,Bolton,0,5,16,0,1,0,0,2,3,0,0,0,0,2,0,0,11,12,1,1,3,19,9,10,0,1,12,6,45,10,145,76,4,10,10,23,20,3,2,2,4,1,1,1,5,4,14,49,6,1,13,0,4,22,1,4,1,1,12,2,1,0,7,14,49,18,2,8,16,1,23,2,1,3,0,2,2,13
E08000002,Bury,1,1,15,0,1,0,0,3,2,0,2,0,0,0,1,0,7,11,0,0,1,13,8,12,1,0,10,4,26,4,88,48,3,15,9,16,10,3,3,1,7,0,0,0,3,3,13,26,5,0,7,0,0,12,0,2,1,0,3,6,0,1,2,2,20,5,4,1,4,0,11,2,1,0,0,1,0,7
E06000049,Cheshire East,11,21,115,4,3,0,2,32,11,1,11,1,6,4,0,3,7,14,5,0,4,23,89,68,0,5,19,30,130,15,305,164,20,67,31,152,40,5,13,4,15,3,6,1,12,16,18,58,8,0,52,0,8,18,2,6,0,5,24,7,3,0,19,9,33,14,2,6,7,1,8,6,4,2,0,4,5,15
E06000050,Cheshire West and Chester,5,6,61,0,0,0,0,11,9,0,3,0,3,0,0,1,16,12,2,1,6,17,46,38,1,9,11,17,57,8,232,118,4,35,16,51,26,1,3,3,4,2,3,1,13,6,13,28,6,0,32,3,5,17,0,6,0,2,19,10,1,1,5,9,30,7,3,6,10,2,12,2,1,5,3,2,1,8
E10000006,Cumbria,23,11,78,7,1,0,4,33,12,0,6,1,4,4,0,5,4,18,7,0,7,41,58,36,0,1,7,19,100,12,237,133,12,75,36,132,38,4,25,8,23,4,3,3,14,17,19,103,18,0,47,6,15,22,3,25,1,4,25,20,1,1,5,20,64,25,7,6,13,1,28,9,3,3,1,1,0,16
E06000006,Halton,6,2,25,1,0,0,0,2,1,0,1,0,0,0,0,0,6,4,0,1,0,9,14,8,1,5,8,3,18,1,76,32,1,6,4,36,11,2,0,0,4,0,1,1,4,3,7,19,4,0,8,0,1,4,0,0,0,0,5,1,0,0,2,1,16,10,1,3,3,1,7,1,3,1,2,1,0,11
E08000011,Knowsley,2,3,15,0,0,0,1,1,1,0,4,1,1,0,0,0,9,3,0,0,4,17,10,12,2,3,4,6,42,9,121,68,3,14,8,35,9,3,0,0,2,1,1,1,4,1,16,35,2,1,6,0,1,1,0,1,1,2,5,4,1,0,2,4,16,6,2,6,1,0,6,0,1,7,10,4,1,5
E10000017,Lancashire,26,37,222,9,8,2,4,71,24,0,22,5,21,7,1,5,47,84,8,11,26,94,214,166,9,27,53,54,419,51,1241,717,77,174,112,404,117,21,38,2,74,16,17,13,64,50,77,343,60,2,127,7,27,83,9,33,5,5,70,62,5,7,42,82,216,74,16,36,44,4,89,36,10,15,11,7,9,113
E08000012,Liverpool,4,6,34,6,2,2,2,3,5,0,1,0,9,1,0,0,39,30,0,4,7,32,34,38,4,19,16,11,112,8,444,222,16,42,14,40,26,4,6,1,6,2,6,1,19,15,43,112,7,0,30,3,5,39,1,3,2,1,13,13,0,1,12,37,152,45,23,19,39,4,72,13,3,16,10,12,7,12
E08000003,Manchester,0,4,42,10,3,2,4,6,3,0,3,2,5,0,0,0,55,34,1,2,5,36,29,36,5,13,25,11,112,18,375,180,14,38,16,37,31,0,3,2,7,7,11,3,19,12,42,113,11,0,21,2,1,44,0,2,2,5,11,17,1,0,11,33,134,36,14,17,30,3,66,6,6,10,3,9,4,21
E08000004,Oldham,1,1,13,9,3,0,3,5,0,0,0,0,0,0,0,1,6,11,0,0,1,16,12,8,1,0,11,1,28,6,104,44,3,8,3,18,10,1,4,0,1,0,4,0,8,1,4,32,4,0,5,0,3,23,0,0,0,1,4,0,0,0,5,21,57,14,3,6,8,0,17,1,3,2,2,1,1,5
E08000005,Rochdale,0,0,9,2,0,0,0,0,0,0,0,0,2,0,0,0,9,9,0,1,1,13,5,14,0,0,6,5,24,3,80,41,2,16,4,20,11,1,0,0,0,0,1,2,7,3,15,30,3,2,7,2,4,7,0,1,0,2,5,6,2,0,5,7,28,8,1,2,1,0,14,1,0,5,2,1,1,3
E08000006,Salford,1,1,16,4,0,0,2,8,1,0,1,1,2,0,0,0,6,9,0,1,0,15,15,16,1,3,12,4,35,5,136,67,7,16,12,25,15,3,3,1,3,2,2,2,8,2,10,35,5,0,7,0,1,15,0,2,1,1,7,10,2,1,6,10,40,15,1,7,7,0,16,8,3,4,2,2,4,6
E08000014,Sefton,2,0,14,0,0,1,0,2,2,1,0,1,5,0,0,0,18,13,0,1,2,20,27,16,0,3,7,4,69,8,193,117,4,13,6,50,18,1,3,0,10,4,6,1,18,8,19,70,9,0,9,5,0,16,0,3,1,2,17,6,0,0,11,8,41,16,3,3,4,1,12,3,1,11,7,5,4,4
E08000013,St. Helens,1,5,19,0,0,1,1,5,1,0,2,0,1,0,0,0,13,3,0,1,3,17,18,11,1,3,12,3,49,8,109,53,4,8,4,28,14,0,4,0,8,0,2,1,10,6,12,41,4,0,14,0,2,9,0,2,0,0,9,3,2,0,5,5,46,10,3,3,8,0,15,2,2,5,2,5,0,6
E08000007,Stockport,0,0,16,0,0,0,0,1,0,0,1,0,1,2,0,0,6,5,0,2,1,11,10,13,0,1,6,5,44,2,112,49,3,8,11,19,14,1,0,0,4,1,1,0,3,1,13,36,2,0,8,1,0,14,0,1,1,0,6,6,0,1,2,6,34,6,2,1,7,0,19,4,0,3,1,3,2,9
E08000008,Tameside,0,0,9,1,1,0,0,3,0,0,0,0,1,0,0,0,6,5,0,1,1,10,9,8,0,2,2,3,25,4,67,39,5,3,6,12,14,2,3,1,3,1,3,2,5,2,9,14,1,0,3,0,1,10,0,2,2,0,8,5,0,0,3,16,34,14,5,5,8,1,12,2,1,1,0,1,1,6
E08000009,Trafford,0,2,7,0,0,0,1,3,4,0,1,0,1,1,0,0,7,5,0,0,0,12,3,12,0,0,5,3,36,6,102,56,5,11,7,23,12,1,1,1,6,2,3,2,7,5,8,32,6,0,10,1,2,4,0,4,1,0,14,1,0,0,2,7,24,5,3,2,5,1,7,0,2,5,3,2,0,4
E06000007,Warrington,2,3,30,5,0,0,1,7,2,0,2,0,5,0,0,1,9,10,1,2,1,13,22,34,4,3,4,5,59,8,174,85,0,20,6,43,16,3,1,0,6,1,2,0,14,6,17,23,0,0,18,1,0,9,2,5,0,3,15,10,1,1,12,4,23,13,1,1,4,0,7,4,2,5,2,0,0,8
E08000010,Wigan,2,0,15,2,0,0,0,1,0,0,1,1,3,0,0,0,3,8,0,0,1,9,6,5,0,2,8,0,27,4,109,45,4,9,8,21,9,2,3,0,4,1,2,0,10,4,11,33,4,0,5,1,1,11,1,7,0,0,9,4,1,0,1,8,35,14,7,6,7,0,18,2,1,3,0,4,0,10
E08000015,Wirral,0,6,24,0,1,1,1,6,4,0,5,1,2,0,0,1,17,15,0,1,1,19,15,9,0,6,10,3,73,7,207,80,6,11,12,41,17,0,2,2,22,0,0,0,13,5,15,46,5,0,12,0,3,10,1,1,0,0,8,10,0,1,6,19,52,13,5,6,12,0,20,3,1,2,2,7,3,7
E12000003,Yorkshire and The Humber,60,126,722,45,13,12,21,216,80,6,47,12,64,28,0,18,136,188,24,32,37,364,532,419,18,71,167,142,1125,134,3662,1814,105,529,270,1132,420,37,139,16,187,35,42,35,215,127,226,1039,112,6,427,23,52,260,25,92,20,30,269,148,17,12,94,217,816,197,59,97,143,18,312,53,52,66,33,39,17,235
E08000016,Barnsley,0,3,39,2,1,1,0,10,4,0,2,0,2,2,0,1,4,6,1,1,3,15,21,18,0,5,6,4,45,6,132,80,2,27,14,46,12,3,3,0,5,0,0,1,7,10,6,35,3,0,22,2,3,12,1,2,3,1,11,6,0,1,5,6,37,10,1,4,5,1,20,2,2,3,1,0,0,6
E08000032,Bradford,3,1,32,1,0,0,1,4,2,0,2,0,3,0,0,1,18,12,1,2,3,29,37,17,0,3,16,8,77,11,319,123,3,24,18,69,20,2,5,0,8,0,0,2,4,5,39,53,7,0,22,1,3,26,0,2,1,2,15,7,1,0,6,29,89,13,2,10,11,1,20,1,3,12,9,5,1,28
E08000033,Calderdale,1,3,15,1,0,0,0,11,2,0,0,0,2,0,0,0,4,4,1,1,1,16,20,9,0,0,3,1,28,1,103,45,5,8,7,35,19,0,3,0,2,0,1,1,2,0,12,13,4,0,13,1,1,7,1,5,1,0,2,6,1,0,5,3,14,6,1,5,4,0,4,2,3,1,1,1,0,8
E08000017,Doncaster,4,7,65,2,3,0,2,6,4,0,2,0,3,2,0,1,7,14,2,4,2,25,28,41,0,12,16,11,80,9,262,155,12,64,22,73,38,3,5,0,8,0,4,4,22,8,19,84,11,0,28,1,4,22,1,5,0,1,17,11,2,2,6,12,58,17,4,12,18,2,25,5,1,11,1,4,1,20
E06000011,East Riding of Yorkshire,7,8,92,4,0,1,1,20,9,1,2,0,3,2,0,4,1,29,2,2,1,25,73,39,1,2,19,4,91,7,216,113,4,30,22,137,29,0,18,1,30,2,2,3,22,10,11,136,15,1,42,1,6,11,2,9,0,1,21,14,1,2,6,2,16,6,0,4,2,2,4,1,1,1,0,3,0,18
E06000010,"Kingston upon Hull, City of",5,2,13,4,2,0,2,1,1,0,0,0,6,1,0,0,12,17,0,4,6,13,20,22,1,11,7,9,65,10,264,125,7,16,8,33,26,2,1,0,10,2,4,1,15,8,10,130,5,0,21,2,1,18,0,0,1,1,10,3,0,1,8,25,64,23,12,4,9,0,33,1,2,3,1,3,4,12
E08000034,Kirklees,2,6,36,3,1,3,4,9,4,1,1,1,5,0,0,0,12,9,1,1,2,20,21,26,1,2,10,7,68,16,221,107,1,32,13,59,28,0,2,2,6,0,0,0,2,5,7,22,5,0,28,1,6,10,0,6,3,2,16,7,1,0,5,19,60,10,3,4,5,1,22,3,7,7,2,1,0,16
E08000035,Leeds,4,8,23,1,4,1,0,5,3,0,2,0,5,0,0,0,25,16,0,1,4,28,35,36,1,5,11,22,120,19,431,193,9,51,18,87,32,1,12,1,15,0,4,2,13,8,17,40,3,0,22,1,4,21,3,5,2,1,29,5,0,0,8,23,104,18,6,13,17,0,27,7,5,9,7,5,2,39
E06000012,North East Lincolnshire,4,5,23,2,0,0,0,4,2,0,1,5,6,2,0,2,6,8,2,3,1,16,15,24,2,9,7,15,54,7,156,88,3,16,8,40,24,6,10,0,13,3,3,3,11,10,9,68,8,1,20,0,1,7,1,0,0,2,13,8,1,0,3,16,40,10,3,7,9,1,17,6,5,1,0,2,0,10
E06000013,North Lincolnshire,5,6,52,1,0,0,4,10,5,0,2,1,3,2,0,2,3,9,0,1,1,16,32,17,1,6,14,4,48,3,153,99,5,22,23,61,29,7,12,0,7,4,1,3,17,6,15,52,3,0,15,4,5,6,1,1,1,1,11,7,3,2,1,7,19,3,0,2,3,1,5,1,1,0,1,1,0,16
E10000023,North Yorkshire,13,54,174,17,0,3,0,98,33,2,22,3,14,13,0,3,3,25,9,6,2,73,134,74,6,3,22,20,224,20,505,261,27,117,58,320,69,5,42,7,47,12,3,11,56,30,22,189,25,2,97,6,10,32,9,35,3,10,52,27,3,3,11,8,69,17,3,7,18,5,29,10,10,6,1,6,3,9
E08000018,Rotherham,1,11,50,1,0,1,2,14,2,0,5,2,3,1,0,0,4,11,1,2,2,27,20,24,1,2,8,7,58,9,192,105,1,30,17,64,27,3,7,2,10,1,2,1,15,3,16,62,6,0,32,0,4,13,2,6,2,3,18,8,1,1,9,9,47,5,7,5,11,2,25,3,3,3,1,0,0,15
E08000019,Sheffield,4,6,67,5,1,1,2,16,2,0,2,0,6,0,0,2,25,18,1,2,6,39,33,36,2,6,18,15,79,7,332,163,12,49,16,45,31,1,11,2,10,7,7,2,10,10,20,83,9,0,33,3,1,49,1,7,2,1,28,23,1,0,8,42,126,41,12,15,17,0,55,7,5,8,8,5,0,16
E08000036,Wakefield,3,0,18,0,1,1,2,5,2,0,0,0,0,0,0,1,7,6,2,2,2,15,28,18,1,3,8,10,48,2,204,86,5,22,17,42,25,1,4,0,9,0,1,0,8,4,14,32,1,0,18,0,1,11,0,3,0,0,15,7,2,0,3,12,39,8,2,3,6,1,11,1,0,1,0,2,0,14
E06000014,York,4,6,23,1,0,0,1,3,5,2,4,0,3,3,0,1,5,4,1,0,1,7,15,18,1,2,2,5,40,7,172,71,9,21,9,21,11,3,4,1,7,4,10,1,11,10,9,40,7,2,14,0,2,15,3,6,1,4,11,9,0,0,10,4,34,10,3,2,8,1,15,3,4,0,0,1,6,8
E12000004,East Midlands,67,168,1086,52,8,9,23,210,104,4,67,14,60,18,1,19,134,179,17,34,54,468,566,472,12,79,227,116,1014,153,2838,1630,103,532,316,1082,421,37,143,17,199,32,48,33,222,138,264,1039,142,9,371,33,53,264,34,118,26,34,278,195,10,12,77,122,525,147,48,54,102,11,216,49,39,33,23,43,16,221
E06000015,Derby,0,1,26,1,0,0,0,10,1,0,1,0,1,0,0,0,5,9,0,2,3,18,17,14,0,1,3,4,35,5,131,102,4,20,7,40,13,2,2,1,11,0,1,1,9,4,8,37,4,0,11,2,2,13,1,3,0,1,5,6,0,1,3,7,33,4,5,1,6,1,12,2,3,1,1,4,2,9
E10000007,Derbyshire,3,31,144,5,0,0,3,25,14,0,6,2,7,4,0,0,12,11,5,0,10,50,63,52,1,2,27,7,96,14,342,260,10,53,39,172,64,6,22,1,25,0,0,1,18,23,24,102,17,1,29,4,7,16,4,9,6,5,33,25,3,2,8,17,45,10,1,0,8,0,21,4,4,1,1,1,1,14
E06000016,Leicester,2,2,55,4,1,0,0,10,2,0,1,3,6,1,0,3,26,22,1,6,6,46,39,40,2,19,11,6,68,24,310,125,16,40,12,42,40,5,6,1,8,9,9,4,12,11,30,133,14,0,20,2,2,49,2,4,0,3,11,8,1,0,7,24,100,33,12,4,13,0,49,4,2,2,7,6,2,19
E10000018,Leicestershire,5,23,181,12,0,3,5,29,7,1,3,2,5,3,0,1,22,24,2,6,3,80,97,73,0,8,32,16,141,11,425,219,13,72,57,195,61,2,22,1,29,4,5,5,28,16,37,150,13,2,42,9,7,30,5,14,3,5,44,38,2,3,8,10,56,12,2,8,9,0,23,7,7,7,2,5,1,36
E10000019,Lincolnshire,37,54,314,9,1,0,6,59,42,1,25,3,12,5,0,9,13,43,2,4,6,109,121,100,3,20,49,23,238,27,616,302,13,108,78,249,106,7,39,8,59,10,10,10,65,24,41,224,34,3,119,3,12,36,8,28,5,9,67,46,0,1,11,12,81,16,7,13,18,1,38,6,12,1,0,8,7,20
E10000021,Northamptonshire,6,10,110,8,1,1,2,35,6,0,8,1,5,0,0,1,14,33,5,3,9,58,78,58,0,5,38,19,110,24,267,165,12,65,39,110,41,2,18,2,15,3,5,6,29,20,33,115,15,0,44,7,6,27,5,25,2,5,43,20,0,3,6,10,52,22,5,6,13,6,26,8,2,5,1,3,1,37
E06000018,Nottingham,2,4,47,5,1,5,1,7,3,1,5,1,5,0,1,0,23,8,0,7,11,28,25,39,2,11,21,14,108,19,247,147,12,42,23,43,27,1,6,0,8,5,9,3,17,12,36,81,15,0,24,2,3,34,1,7,3,0,20,15,0,2,13,22,91,30,13,10,23,1,28,7,5,11,8,9,1,30
E10000024,Nottinghamshire,11,42,187,7,4,0,6,33,28,1,18,2,15,4,0,4,18,28,1,6,6,75,119,90,4,13,42,26,208,28,477,294,23,123,58,210,67,12,26,2,42,1,9,3,41,28,54,192,27,3,78,4,14,57,8,28,6,5,54,31,3,0,21,20,66,20,3,12,12,2,19,11,4,5,3,6,1,53
E06000017,Rutland,1,1,22,1,0,0,0,2,1,0,0,0,4,1,0,1,1,1,1,0,0,4,7,6,0,0,4,1,10,1,23,16,0,9,3,21,2,0,2,1,2,0,0,0,3,0,1,5,3,0,4,0,0,2,0,0,1,1,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
E12000005,West Midlands,47,110,934,34,19,7,22,308,80,0,61,21,57,23,2,21,157,243,21,42,77,664,739,672,32,80,284,181,1210,223,3766,2232,139,573,371,1353,465,47,182,15,176,37,46,44,270,136,469,1493,169,7,498,20,78,280,39,143,18,18,280,229,23,16,144,223,829,267,83,121,136,20,310,112,55,82,49,70,18,358
E08000025,Birmingham,8,9,150,9,4,0,7,23,4,0,10,4,9,4,1,2,44,71,2,14,15,160,112,79,9,21,78,48,234,42,746,351,25,101,62,138,83,7,23,1,11,8,14,8,56,29,98,285,27,0,78,2,11,90,3,21,4,3,37,59,6,4,37,92,272,96,34,27,36,4,110,40,15,21,12,16,5,123
E08000026,Coventry,2,3,36,1,0,0,0,4,0,0,0,1,3,0,0,0,5,18,0,0,5,31,15,8,1,10,14,15,53,7,173,75,6,21,10,35,24,0,1,1,8,7,5,1,7,8,16,55,6,1,23,1,3,15,1,5,1,1,10,7,0,0,2,17,51,18,5,8,10,2,16,4,2,7,3,5,3,33
E08000027,Dudley,1,2,45,0,3,0,1,12,4,0,1,2,6,0,0,3,6,8,0,3,6,28,20,13,1,2,13,15,46,4,142,76,5,17,9,41,19,5,5,2,9,4,7,1,8,3,19,41,7,0,18,0,1,12,2,4,0,0,12,9,2,1,6,10,44,12,2,7,9,0,17,5,3,5,0,5,0,19
E06000019,"Herefordshire, County of ",3,7,45,1,0,0,1,32,4,0,2,0,1,1,0,1,3,3,1,1,2,14,24,18,0,1,2,3,57,10,131,112,6,12,17,91,18,3,8,0,8,0,0,3,4,5,12,36,3,0,17,4,5,9,6,12,2,3,16,5,0,0,0,6,16,2,0,3,3,0,4,4,0,1,0,1,3,5
E08000028,Sandwell,1,2,48,2,3,1,2,9,1,0,0,0,2,0,0,0,7,9,0,2,3,35,19,24,1,2,8,10,52,3,130,88,4,25,11,44,18,3,1,0,5,2,2,0,5,7,24,61,5,0,19,1,2,15,1,3,0,0,9,11,2,1,15,12,49,11,6,12,8,1,13,8,3,6,4,2,1,38
E06000051,Shropshire,3,11,64,0,0,1,0,64,5,0,2,1,4,2,0,2,3,9,2,1,2,20,62,43,0,3,6,4,72,6,221,171,9,33,20,172,27,1,14,0,11,1,1,3,19,7,18,67,9,1,47,0,4,6,3,13,0,1,16,12,1,1,3,5,24,5,0,2,4,1,8,5,2,2,0,1,0,8
