ONS Code,Region/Local Authority,Poor or defective road surface ,"Deposit on road (eg. oil, mud, chippings)",Slippery road (due to weather),Inadequate or masked signs or road markings,Defective traffic signals,"Traffic calming (eg. road humps, chicane)",Temporary road layout (eg. contraflow),"Road layout (eg. bend, hill, narrow road)",Animal or object in carriageway ,Slippery inspection cover or road marking,"Tyres illegal, defective or under inflated",Defective lights or indicators,Defective brakes,Defective steering or suspension,Defective or missing mirrors,Overloaded or poorly loaded vehicle or trailer,Disobeyed automatic traffic signal,Disobeyed 'Give Way' or 'Stop' sign or markings,Disobeyed double white lines,Disobeyed pedestrian crossing facility,Illegal turn or direction of travel,Exceeding speed limit,Travelling too fast for conditions,Following too close,Vehicle travelling along pavement,Cyclist entering road from pavement,Junction overshoot,Junction restart (moving off at junction),Poor turn or manoeuvre,Failed to signal or misleading signal,Driver/Rider failed to look properly,Driver/Rider failed to judge other person’s path or speed,"Too close to cyclist, horse rider or pedestrian",Sudden braking,Swerved,Loss of control,Driver/Rider impaired by alcohol,Driver/Rider impaired by drugs (illicit or medicinal),Fatigue,"Uncorrected, defective eyesight","Driver/Rider illness or disability, mental or physical",Not displaying lights at night or in poor visibility,Rider wearing dark clothing,Driver using mobile phone,Distraction in vehicle,Distraction outside vehicle,Aggressive driving,"Driver/Rider careless, reckless or in a hurry","Driver/Rider nervous, uncertain or panic",Driving too slow for conditions or slow veh (eg tractor),Learner or inexperienced driver/rider,Inexperience of driving on the left,Unfamiliar with model of vehicle,Stationary or parked vehicle(s),Vegetation,"Road layout (eg. bend, winding road, hill crest)","Buildings, road signs, street furniture",Dazzling headlights,Dazzling sun,"Rain, sleet, snow, or fog",Spray from other vehicles,"Visor or windscreen dirty, scratched or frosted etc.",Vehicle blind spot,Crossing road masked by stationary or parked vehicle,Pedestrian failed to look properly,Pedestrian failed to judge vehicle’s path or speed,Pedestrian wrong use of pedestrian crossing facility,Dangerous action in carriageway (eg. playing),Pedestrian impaired by alcohol,Pedestrian impaired by drugs (illicit or medicinal),"Pedestrian careless, reckless or in a hurry",Pedestrian wearing dark clothing at night,"Pedestrian disability or illness, mental or physical",Stolen vehicle,Vehicle in course of crime,Emergency vehicle on a call,Vehicle door opened or closed negligently,Other
E06000009,Blackpool,3,2,22,6,1,2,0,5,5,0,0,0,2,1,0,0,6,22,0,0,6,11,24,34,1,9,13,7,64,11,198,126,14,31,7,23,10,1,4,1,8,4,5,1,9,10,13,47,6,1,27,0,2,29,0,1,0,1,9,7,0,0,9,21,69,25,5,13,24,2,34,6,4,0,0,3,4,18
E08000001,Bolton,0,2,33,1,3,0,1,3,1,0,0,1,2,1,0,0,15,7,0,3,6,22,23,21,0,5,15,4,54,9,141,85,9,14,15,30,16,5,2,1,5,0,0,1,8,5,12,37,7,0,9,0,2,20,1,3,1,0,8,7,0,0,4,25,80,16,4,6,19,3,32,3,3,2,0,0,0,8
E08000002,Bury,0,1,21,1,0,1,0,4,0,0,0,2,2,0,0,0,4,14,1,0,1,14,13,18,1,2,7,5,28,5,87,67,2,13,6,17,13,3,2,0,4,1,3,2,4,3,12,28,2,1,8,0,0,17,3,5,0,0,6,2,1,0,3,13,41,19,1,3,4,0,15,5,5,0,0,1,0,2
E06000049,Cheshire East,5,16,119,5,0,2,1,50,16,0,11,0,7,3,0,2,13,14,4,2,4,18,157,75,2,15,14,83,219,29,383,244,12,70,42,214,49,11,12,4,19,13,7,2,19,13,32,100,10,0,60,1,10,33,2,7,1,7,19,13,1,0,14,10,57,17,5,8,15,3,13,5,6,5,4,7,5,24
E06000050,Cheshire West and Chester,4,9,66,4,0,0,2,14,7,0,5,0,4,2,0,5,15,4,6,1,3,37,73,47,0,9,16,17,89,8,286,141,12,42,38,102,45,8,10,2,12,3,4,5,19,13,30,75,9,0,37,3,3,14,4,11,2,3,23,6,0,0,7,8,41,8,2,4,10,0,10,3,4,4,4,6,0,20
E10000006,Cumbria,18,35,133,10,3,1,4,52,18,0,14,1,4,1,0,4,12,19,2,2,8,47,108,49,2,9,28,19,107,12,249,149,15,69,45,215,46,8,32,5,19,3,1,6,34,12,31,178,21,2,67,8,9,26,3,22,1,3,18,34,1,0,11,17,67,29,3,15,24,3,30,9,1,8,3,5,0,38
E06000006,Halton,2,3,10,0,0,0,1,0,1,0,1,0,0,0,0,0,13,4,1,1,1,6,17,20,1,5,5,6,34,5,84,31,2,8,6,27,8,1,2,0,1,0,1,0,3,1,8,9,1,0,6,0,0,7,0,0,0,0,3,2,0,1,1,7,22,1,0,0,1,0,3,3,1,1,1,1,0,11
E08000011,Knowsley,1,5,16,2,1,0,1,2,1,0,5,0,4,0,0,0,4,8,1,0,2,15,13,15,1,3,8,4,44,6,102,56,4,13,7,33,10,1,1,0,1,0,0,0,5,4,17,44,2,1,7,1,1,5,1,1,0,1,5,4,2,0,2,4,19,3,0,1,3,0,7,2,0,8,4,3,0,2
E10000017,Lancashire,29,48,258,24,2,6,6,78,36,0,19,7,21,7,1,8,48,73,7,14,16,114,227,193,9,30,73,61,434,82,1313,807,75,216,108,400,129,18,37,4,53,11,12,4,79,42,99,354,59,2,139,7,21,118,9,41,8,6,64,63,8,2,49,81,235,94,9,20,44,4,84,19,17,22,14,18,18,112
E08000012,Liverpool,6,5,28,4,7,1,6,6,4,0,4,0,2,3,0,0,35,37,0,3,9,43,47,58,5,16,30,20,128,12,444,219,5,43,25,58,20,4,4,3,13,4,6,4,22,14,49,135,5,0,25,4,4,32,1,3,3,2,23,11,0,0,20,45,145,63,15,19,46,7,56,19,7,21,11,8,2,17
E08000003,Manchester,6,6,46,16,1,1,2,8,0,0,2,2,5,0,0,0,26,51,2,3,10,43,42,43,4,17,53,21,163,17,399,206,13,45,13,53,33,4,2,0,4,7,6,0,25,13,51,141,15,0,27,5,1,48,0,6,5,3,14,20,2,1,12,55,174,49,3,18,41,3,63,14,5,15,3,4,4,19
E08000004,Oldham,0,3,24,7,1,2,1,4,1,0,2,0,1,0,0,1,14,14,0,2,0,14,16,11,1,1,12,3,46,4,130,67,5,15,7,33,18,0,3,0,2,0,0,1,8,4,10,38,3,0,12,0,1,10,0,2,2,2,7,12,0,0,1,24,70,17,3,6,10,1,16,7,3,5,3,4,2,8
E08000005,Rochdale,1,3,19,4,0,0,0,2,3,0,2,0,0,0,0,1,7,12,0,0,1,11,14,18,0,2,12,2,36,6,109,64,4,15,10,27,14,0,4,0,3,1,0,1,6,8,18,32,6,1,9,0,1,12,0,3,0,0,5,6,2,0,3,8,49,13,4,5,10,0,20,3,2,3,2,0,0,4
E08000006,Salford,2,0,21,2,0,3,1,5,4,0,2,0,2,0,0,0,6,0,0,0,4,12,19,25,1,5,9,9,42,8,116,63,3,29,9,35,17,1,2,0,1,0,1,1,5,5,13,40,7,0,9,1,0,27,0,0,1,0,7,6,3,0,11,10,41,12,2,3,3,0,12,4,2,2,3,5,0,8
E08000014,Sefton,5,1,11,1,1,0,0,3,2,0,1,1,2,1,0,1,16,8,0,3,4,16,16,16,2,8,18,11,81,4,202,92,7,14,8,41,19,0,2,0,7,2,4,0,15,5,7,59,4,0,12,1,2,16,1,3,0,0,14,5,0,1,5,18,54,14,6,1,6,0,14,4,2,5,2,2,4,3
E08000013,St. Helens,3,2,28,1,0,0,0,4,2,0,3,0,1,0,0,1,10,6,0,0,4,20,16,15,1,6,12,5,55,4,133,78,4,12,10,45,19,3,6,1,7,0,0,0,6,2,12,42,9,0,16,2,2,5,0,4,2,0,5,3,0,0,5,9,34,13,2,5,6,0,14,3,4,3,1,6,0,2
E08000007,Stockport,3,2,18,0,0,1,0,3,0,0,0,0,0,0,0,0,6,6,3,0,2,17,19,9,0,4,6,4,33,5,117,42,1,13,6,35,7,2,3,1,10,1,4,1,3,3,10,32,7,0,9,1,1,14,0,1,1,1,5,6,1,0,6,11,50,14,5,3,10,0,19,3,2,3,0,2,2,7
E08000008,Tameside,2,2,11,1,0,0,5,0,1,0,2,0,5,1,0,2,6,8,0,1,2,17,10,12,0,7,8,3,30,5,104,41,1,10,7,21,14,3,3,0,4,0,1,1,5,2,14,30,5,0,8,0,2,10,0,0,0,0,3,4,0,0,1,14,32,12,2,7,8,0,12,1,0,3,3,0,0,7
E08000009,Trafford,1,1,17,1,0,1,0,1,2,0,2,0,0,0,0,1,18,13,1,2,3,12,11,11,1,4,13,7,38,5,136,77,5,10,5,22,12,1,3,2,6,1,4,2,4,3,13,33,7,0,8,4,3,14,1,3,2,1,11,5,4,0,8,6,37,12,0,4,7,1,14,1,0,2,0,0,2,11
E06000007,Warrington,3,4,33,2,1,0,2,6,1,0,6,1,4,2,0,3,12,29,0,4,4,7,33,41,3,9,3,31,88,7,216,88,6,24,12,68,23,3,5,0,3,4,4,1,8,7,9,26,3,0,22,0,0,13,0,0,0,1,12,5,2,0,3,7,31,9,2,9,10,0,13,3,1,3,2,2,1,11
E08000010,Wigan,2,4,22,2,0,0,1,3,0,0,1,2,2,3,0,1,3,4,0,0,5,15,11,18,1,6,13,2,40,6,142,56,1,16,13,35,17,4,6,0,3,1,0,2,3,2,11,37,6,0,14,0,4,7,1,4,1,2,7,8,2,0,0,10,48,15,4,10,14,2,16,3,2,1,0,0,0,9
E08000015,Wirral,4,4,32,1,1,0,2,7,5,0,0,1,2,0,0,0,19,16,0,2,1,16,15,25,2,8,8,14,70,10,208,76,4,23,17,57,22,2,1,2,9,0,1,0,7,7,19,62,6,0,15,0,3,19,1,6,3,3,16,7,2,1,4,16,50,12,9,9,13,2,17,4,5,8,1,6,2,15
E12000003,Yorkshire and The Humber,72,151,708,43,16,13,23,210,92,0,67,23,56,17,1,24,148,250,21,18,51,363,571,447,22,73,198,175,1123,170,3770,1769,119,623,270,1194,488,59,113,25,170,43,34,21,232,146,303,1052,109,8,489,38,75,264,29,109,42,29,243,138,16,6,119,278,900,211,79,117,191,18,300,67,27,88,35,48,24,296
E08000016,Barnsley,2,7,48,2,0,1,0,10,3,0,2,3,3,0,1,1,4,8,3,0,4,20,30,18,0,0,6,13,52,6,149,97,2,28,20,54,28,4,4,1,5,2,2,0,10,9,17,37,5,0,25,0,2,17,1,5,0,2,16,14,3,0,3,14,45,10,3,7,5,2,20,3,2,3,4,0,0,18
E08000032,Bradford,6,6,33,3,0,0,2,8,2,0,2,0,4,0,0,1,16,24,1,3,1,30,48,25,3,3,22,14,80,16,367,134,11,35,21,67,41,3,4,3,11,1,0,3,12,8,32,79,4,1,37,3,3,29,2,8,3,2,12,16,2,0,8,52,132,29,9,13,16,0,51,5,3,9,6,5,1,36
E08000033,Calderdale,2,3,16,0,0,0,0,1,2,0,3,0,1,1,0,0,4,4,0,0,4,12,20,16,1,2,4,2,40,5,118,43,1,15,8,38,15,0,3,0,6,0,1,0,5,3,11,18,2,0,6,2,1,9,1,3,2,1,6,7,1,1,5,9,32,1,1,2,9,1,7,2,2,7,1,0,0,13
E08000017,Doncaster,2,11,50,6,1,0,3,15,5,0,0,3,4,1,0,4,9,12,0,2,5,19,28,33,2,4,24,19,83,18,251,120,13,48,19,76,34,2,4,0,7,5,2,0,12,7,21,57,7,0,21,2,3,22,1,4,1,2,22,7,0,0,7,15,80,21,5,8,24,2,22,4,0,9,1,1,2,17
E06000011,East Riding of Yorkshire,12,15,88,2,0,0,2,18,16,0,9,3,3,3,0,1,4,23,5,0,2,29,52,39,1,3,9,9,84,8,206,116,11,53,34,134,29,6,16,2,28,3,3,5,24,16,26,133,10,2,38,2,7,8,0,7,4,4,24,16,2,0,8,9,20,8,1,7,6,0,6,6,1,1,0,4,4,33
E06000010,"Kingston upon Hull, City of",4,12,20,1,1,0,0,3,2,0,1,2,1,1,0,1,12,13,0,2,2,16,17,28,1,11,7,5,47,10,248,124,7,21,11,45,25,6,3,0,8,2,6,0,11,8,14,110,6,0,30,1,3,12,5,1,2,2,8,0,0,0,4,25,63,15,8,15,25,3,30,9,2,7,2,4,3,18
E08000034,Kirklees,4,6,28,2,0,0,1,5,4,0,2,0,3,3,0,0,11,13,1,0,4,21,28,34,2,4,10,11,59,8,268,111,6,37,8,45,37,7,4,0,7,2,0,1,14,9,13,36,3,0,31,3,4,14,1,4,1,2,14,7,1,0,8,29,75,9,4,11,10,0,26,1,4,6,1,1,1,17
E08000035,Leeds,6,6,50,6,6,4,3,8,3,0,9,1,4,0,0,2,23,36,0,2,5,34,47,48,4,7,20,14,141,17,536,212,11,59,22,91,55,8,8,0,16,5,7,2,23,5,32,72,9,0,32,2,4,34,1,4,5,1,21,9,1,0,12,25,116,18,11,13,19,1,30,11,2,19,9,10,4,24
E06000012,North East Lincolnshire,1,5,19,1,0,0,0,1,1,0,4,1,5,2,0,1,10,15,2,2,4,14,23,28,5,11,17,20,79,16,177,123,7,36,11,57,28,4,6,4,10,2,1,0,19,14,16,57,5,1,42,3,6,15,2,4,5,1,12,1,0,0,4,15,40,17,8,6,10,2,14,2,1,3,0,3,0,13
E06000013,North Lincolnshire,5,7,33,0,0,2,2,10,10,0,7,4,2,2,0,1,7,16,0,1,3,24,33,19,0,4,11,3,55,3,144,76,2,36,14,74,33,2,7,1,12,1,1,0,13,4,30,52,3,1,26,1,5,9,0,5,1,0,8,4,0,1,0,4,17,2,3,3,6,0,4,0,0,5,1,2,1,23
E10000023,North Yorkshire,14,46,170,12,3,3,6,100,26,0,18,2,7,2,0,7,8,35,7,1,10,60,138,68,0,9,19,24,187,27,470,232,16,96,44,283,58,7,38,6,25,7,2,3,52,30,29,213,22,0,87,12,19,26,11,39,10,8,30,21,2,2,25,17,57,10,3,8,10,1,17,5,1,0,0,2,4,24
E08000018,Rotherham,4,10,53,2,1,0,1,9,5,0,6,1,6,1,0,1,5,16,0,0,0,27,36,22,0,5,21,15,67,10,189,108,6,37,19,76,27,4,5,2,11,1,0,2,8,8,13,38,13,1,29,0,5,13,1,5,1,1,16,7,2,0,10,7,47,17,4,4,11,2,10,5,1,3,1,1,0,18
E08000019,Sheffield,2,7,51,3,3,1,2,10,6,0,1,1,5,0,0,1,23,19,1,5,3,29,23,31,1,3,14,15,64,10,283,127,9,61,15,57,33,4,4,1,6,6,1,3,16,11,26,70,9,1,37,2,7,35,1,14,3,2,25,17,0,2,9,37,102,33,11,14,17,1,35,6,5,8,7,10,2,7
E08000036,Wakefield,4,6,25,1,1,0,1,7,3,0,0,0,6,0,0,2,7,9,0,0,3,17,33,19,2,4,8,2,44,7,212,71,1,34,15,56,32,1,4,2,12,2,3,1,4,6,15,29,4,0,26,1,3,12,1,1,0,0,17,4,2,0,7,15,46,7,3,5,14,1,13,1,1,7,2,1,2,23
E06000014,York,4,4,24,2,0,2,0,5,4,0,3,2,2,1,0,1,5,7,1,0,1,11,15,19,0,3,6,9,41,9,152,75,16,27,9,41,13,1,3,3,6,4,5,1,9,8,8,51,7,1,22,4,3,9,1,5,4,1,12,8,0,0,9,5,28,14,5,1,9,2,15,7,2,1,0,4,0,12
E12000004,East Midlands,76,143,1015,39,8,11,11,211,116,2,71,16,52,16,0,23,134,183,17,33,57,476,589,474,21,101,241,165,1111,168,3006,1638,130,612,365,1320,507,38,140,16,169,33,42,30,209,123,312,1120,188,10,476,30,71,283,35,144,22,35,240,160,16,10,105,144,650,179,72,90,149,17,240,76,46,62,37,50,23,230
E06000015,Derby,2,5,42,2,0,0,0,7,3,0,0,0,3,0,0,0,11,13,0,2,5,18,17,31,2,13,11,10,61,10,181,126,5,23,4,51,31,2,2,1,12,1,0,1,10,6,12,76,12,0,17,0,5,9,2,1,0,1,9,7,0,1,5,10,47,16,8,5,10,0,17,5,3,6,4,0,4,13
E10000007,Derbyshire,16,27,168,3,2,0,1,38,21,0,7,3,8,6,0,5,5,19,6,0,3,63,111,83,1,9,34,16,203,26,472,310,15,100,47,301,93,6,20,1,34,7,2,2,45,15,44,197,24,0,73,3,12,26,8,34,0,4,43,19,3,1,22,24,76,24,6,18,14,2,23,4,3,7,0,4,2,29
E06000016,Leicester,2,3,40,8,0,1,0,6,1,0,2,1,2,0,0,0,13,28,1,10,6,48,29,31,2,16,18,10,73,23,271,120,11,43,10,41,28,1,13,0,4,1,5,4,7,5,23,104,10,1,27,3,2,49,2,7,2,0,11,13,1,1,13,21,103,30,18,7,17,4,43,10,4,7,2,7,2,18
E10000018,Leicestershire,2,16,151,3,1,1,2,27,11,0,8,1,9,2,0,1,20,16,4,1,7,63,90,51,2,9,25,24,106,17,357,231,14,84,69,186,55,6,25,1,20,2,1,4,33,14,49,149,19,2,37,3,7,30,0,21,3,5,36,20,1,2,6,17,56,13,3,18,14,2,25,7,3,5,4,6,1,36
E10000019,Lincolnshire,28,41,227,6,1,2,3,44,36,0,18,3,10,3,0,10,15,30,3,9,3,86,141,71,7,11,37,29,233,37,617,280,28,101,84,306,100,8,37,7,48,6,9,9,47,31,71,216,50,2,148,5,20,44,10,24,4,9,50,41,3,3,17,19,86,20,10,15,28,6,28,8,13,8,5,5,8,23
E10000021,Northamptonshire,11,9,104,3,0,0,1,18,13,0,11,3,6,2,0,2,18,32,1,5,17,63,66,65,0,16,32,18,98,18,323,166,23,77,48,128,54,8,13,3,18,9,6,3,16,19,28,108,22,3,57,7,5,28,3,16,6,4,30,17,3,1,6,14,87,20,11,6,15,0,33,13,5,5,3,3,1,28
E06000018,Nottingham,5,4,59,4,4,3,3,14,3,0,4,1,5,1,0,0,13,14,0,5,5,38,32,41,2,13,33,22,77,7,239,125,15,59,17,51,34,2,7,0,6,1,6,1,11,9,32,73,12,0,28,0,4,44,1,12,2,1,9,8,1,1,17,21,96,21,12,9,31,1,38,15,3,15,8,12,1,27
E10000024,Nottinghamshire,10,38,212,10,0,4,1,54,26,2,21,4,9,2,0,5,39,31,2,1,11,89,98,97,5,14,49,36,248,28,530,272,19,120,82,243,105,5,22,3,26,6,13,6,38,24,51,187,38,2,83,9,14,53,9,28,5,9,49,34,2,0,18,17,97,34,4,12,20,2,33,13,12,9,10,13,4,56
E06000017,Rutland,0,0,12,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,0,0,2,0,12,2,16,8,0,5,4,13,7,0,1,0,1,0,0,0,2,0,2,10,1,0,6,0,2,0,0,1,0,2,3,1,2,0,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0
E12000005,West Midlands,51,93,811,38,8,9,32,275,112,0,72,25,80,20,0,35,180,347,25,57,73,682,751,804,42,128,300,164,1412,232,3846,2259,133,642,419,1440,609,60,156,25,178,43,45,41,305,142,485,1526,215,8,504,44,81,285,33,156,25,42,234,145,16,9,120,279,916,299,73,118,172,17,321,99,47,104,64,66,27,188
E08000025,Birmingham,5,8,124,12,3,2,9,31,8,0,7,3,13,1,0,3,59,122,3,17,26,153,96,147,13,30,71,35,292,46,803,418,23,106,62,149,77,11,14,1,28,11,13,8,50,24,110,298,24,1,87,4,11,87,9,26,7,9,44,23,3,2,30,122,305,109,38,39,56,6,109,23,11,35,25,25,9,41
E08000026,Coventry,0,3,25,4,2,1,0,7,2,0,4,1,5,1,0,0,16,18,0,3,3,21,19,38,2,8,9,11,72,9,182,78,4,15,15,40,25,1,1,0,7,2,1,1,10,6,13,56,6,0,18,0,3,23,0,7,1,0,9,5,0,0,2,29,79,15,3,7,15,0,23,4,2,6,4,0,2,8
E08000027,Dudley,1,3,41,0,0,0,2,8,2,0,2,0,4,0,0,1,12,12,0,2,3,37,15,18,3,5,9,3,49,3,135,70,2,30,16,46,26,3,5,1,11,1,2,1,14,3,16,52,6,1,26,2,1,13,0,4,3,2,10,9,0,0,4,13,48,9,2,5,5,1,11,10,2,3,1,3,1,11
E06000019,"Herefordshire, County of ",6,7,29,1,0,0,0,18,6,0,0,0,0,0,0,6,4,4,2,0,3,10,36,22,1,3,8,3,62,6,121,91,5,23,12,94,32,4,9,1,7,1,1,0,18,5,12,64,5,0,26,4,6,3,2,7,2,0,8,6,0,2,2,5,18,9,0,0,2,0,5,0,3,2,0,0,3,1
E08000028,Sandwell,2,2,33,1,1,0,6,8,2,0,2,2,4,0,0,0,13,13,0,3,1,24,28,28,2,8,15,6,63,6,166,59,7,19,16,37,21,0,2,0,4,0,2,0,9,3,22,47,5,0,17,4,0,23,1,7,0,2,11,6,0,2,10,28,61,17,6,6,12,0,17,8,5,3,6,5,2,6
E06000051,Shropshire,5,7,72,0,0,0,0,42,11,0,8,3,4,2,0,3,2,12,7,2,1,23,65,38,2,4,14,5,80,11,213,171,12,38,27,160,40,2,6,4,16,1,3,1,13,9,20,87,13,0,43,4,8,5,3,12,2,7,23,12,3,1,0,2,20,10,1,1,7,2,3,4,1,0,0,2,0,6
